race_id,日付,レース,馬名,馬番,枠,騎手,斤量,実着順,着順1,人気1,場1,レース名1,着順2,人気2,場2,レース名2,着順3,人気3,場3,レース名3,着順4,人気4,場4,レース名4,着順5,人気5,場5,レース名5,単勝オッズ,人気,オッズ更新日時,source
202650071607,2026-07-16,7,トーラスキング,8,7,福原杏,57.0,9.0,9.0,2.0,園田,C2一,2.0,9.0,園田,C2一,6.0,5.0,姫路,C1,7.0,6.0,園田,C1,5.0,11.0,園田,グリーンチャンネル開(C1),32.2,6,,nar
202655071607,2026-07-16,7,ドライカプチーノ,,1,,,3.0,,,佐賀,マラカイト賞(C1),2.0,4.0,佐賀,レースフラワー賞(C1),2.0,4.0,佐賀,C1ー14組,5.0,8.0,佐賀,小満特選(C2),6.0,7.0,佐賀,薫風特選(C2),,,,nar
202650071607,2026-07-16,7,ナリタセレーノ,6,6,山田雄大,55.0,7.0,4.0,8.0,園田,C2,5.0,8.0,園田,敏馬7ハロンC2一,2.0,5.0,園田,スミレ賞C2一,6.0,7.0,園田,C2一,3.0,5.0,園田,C2一,213.4,9,,nar
202642071607,2026-07-16,7,パルメニデス,6,5,中山遥人,55.0,4.0,4.0,9.0,浦和,宝登山特別(C3),8.0,7.0,浦和,桶川べに花まつり賞(C3),10.0,9.0,浦和,C3四　五,9.0,8.0,浦和,初明かり特別(C3),3.0,8.0,浦和,モミの木特別(C3),14.1,7,,nar
202655071607,2026-07-16,7,パンツタイショウ,3,3,後藤武蔵,53.0,2.0,,,佐賀,マラカイト賞(C1),1.0,3.0,佐賀,芒種賞(C2),10.0,6.0,金沢,☆ホットスタッフ竹内(C2),3.0,2.0,金沢,C23,7.0,5.0,金沢,気多大社特別(C1),15.3,7,,nar
202655071607,2026-07-16,7,フォールロワ,2,2,田中純,56.0,7.0,10.0,9.0,佐賀,C1ー11組,10.0,7.0,佐賀,C1ー11組,3.0,7.0,佐賀,C1ー11組,8.0,8.0,佐賀,C1ー10組,7.0,5.0,佐賀,C1ー10組,232.0,11,,nar
202630071607,2026-07-16,7,フックセンチョウ,2,2,黒澤愛斗,57.0,4.0,4.0,8.0,門別,ゴールデンルーキー市(C4),10.0,8.0,門別,門別温泉とねっこの湯(C4),6.0,9.0,門別,えんどう豆生まれドリ(C4),10.0,9.0,門別,3歳以上C4ー2,3.0,5.0,門別,3歳以上C4ー2,105.0,7,,nar
202650071607,2026-07-16,7,ブラッドショー,9,8,井上幹太,57.0,2.0,2.0,5.0,園田,C2一,3.0,4.0,園田,オッズパーク杯C2一,2.0,3.0,園田,C2一,2.0,2.0,園田,C2二,2.0,2.0,姫路,飾ろう!ひな壇パカや(C2),17.5,5,,nar
202655071607,2026-07-16,7,ペイシャアゲイン,10,7,出水拓人,54.0,12.0,6.0,1.0,佐賀,C1ー7組,2.0,4.0,佐賀,ミソハギ賞(C1),6.0,2.0,佐賀,熊崎晴香さん来場記念(C1),4.0,1.0,佐賀,C1ー6組,1.0,1.0,佐賀,佐藤哲三&SAGAリ(C1),9.6,5,,nar
202650071607,2026-07-16,7,ホウオウサムレット,10,8,小牧太,57.0,1.0,9.0,4.0,1小倉7,4歳以上1勝クラス,14.0,4.0,1中山1,4歳以上1勝クラス,3.0,2.0,5中京1,3歳以上1勝クラス,2.0,1.0,2札幌6,3歳未勝利,2.0,1.0,2札幌3,3歳未勝利,1.3,1,,nar
202650071607,2026-07-16,7,マットーネロッソ,5,5,笹田知宏,55.0,6.0,8.0,2.0,園田,C2,4.0,3.0,園田,C2一,3.0,3.0,園田,C2二,3.0,3.0,園田,C2一,2.0,2.0,園田,大名草7ハロンC2二,69.1,7,,nar
202630071607,2026-07-16,7,マルティネーテ,5,5,井上瑛太,55.0,2.0,3.0,1.0,門別,3歳以上C4ー2,4.0,3.0,門別,とみくるマルシェ賞(C4),2.0,2.0,門別,えんどう豆生まれドリ(C4),3.0,8.0,門別,3歳以上C4ー2,8.0,6.0,門別,3歳以上C4ー2,2.3,2,,nar
202642071607,2026-07-16,7,マーニク,5,5,菅原涼太,54.0,8.0,10.0,11.0,浦和,三峰山特別(C2C3),7.0,12.0,船橋,C3一,10.0,9.0,浦和,新緑特別(C3),6.0,9.0,船橋,立夏賞(C3),7.0,10.0,浦和,金魚草特別(C3),17.8,9,,nar
202642071607,2026-07-16,7,ミノリチャン,3,3,岡村健司,54.0,1.0,5.0,7.0,浦和,三峰山特別(C2C3),6.0,9.0,浦和,特選(C2),4.0,6.0,船橋,立夏賞(C3),4.0,9.0,浦和,金魚草特別(C3),7.0,11.0,船橋,カスミソウ賞(C3),4.6,3,,nar
202650071607,2026-07-16,7,ミノワ,7,7,,,,7.0,9.0,園田,西脇市日本のへそ特別(BC1),6.0,7.0,園田,3歳B,9.0,9.0,園田,3歳B,5.0,6.0,姫路,3歳B,3.0,4.0,姫路,シクラメン賞3歳BC(BC1),,,,nar
202650071607,2026-07-16,7,ミヤグリフォン,,1,,,4.0,2.0,2.0,園田,C2二,3.0,2.0,船橋,ナティブーツ特別(3歳C1),6.0,2.0,2福島7,3歳未勝利,5.0,2.0,3東京5,3歳未勝利,3.0,9.0,3東京2,3歳未勝利,,,,nar
202655071607,2026-07-16,7,メイショウケンセイ,6,5,青海大樹,55.0,8.0,8.0,8.0,佐賀,C1ー11組,6.0,10.0,佐賀,C1ー11組,5.0,8.0,佐賀,C1ー11組,12.0,12.0,佐賀,C1ー10組,9.0,11.0,佐賀,C1ー10組,279.7,12,,nar
202650071607,2026-07-16,7,リケアマキアート,2,2,山本咲希,58.0,5.0,1.0,1.0,園田,C2二,2.0,3.0,園田,郷瀬町7ハロンC2二,2.0,6.0,高知,C2ー4,10.0,7.0,高知,八十八夜特別(C2),2.0,1.0,高知,C2ー6,12.7,3,,nar
202642071607,2026-07-16,7,ルミナヴィクター,9,7,中島良美,54.0,3.0,5.0,10.0,浦和,草加せんべいパリポリ(C2),10.0,12.0,浦和,特選(C2),8.0,6.0,浦和,オオムラサキツツジ特(C2C3),9.0,6.0,川崎,夢見ヶ崎賞(C2),6.0,11.0,浦和,浦和ジョッキーズファ(C2),3.8,1,,nar
202655071607,2026-07-16,7,レジェンダイズ,11,8,長谷川蓮,56.0,4.0,2.0,2.0,佐賀,ムーンストーン賞(C1),3.0,5.0,佐賀,C1ー15組,10.0,7.0,佐賀,C1ー13組,5.0,6.0,佐賀,KYUSHUDREA(C1),5.0,4.0,佐賀,薫風特選(C2),3.5,2,,nar
202630071607,2026-07-16,7,レヴァンターセ,,1,,,7.0,7.0,1.0,門別,ゴールデンルーキー市(C4),,,門別,3歳以上C4ー2,10.0,15.0,3京都9,3歳未勝利,9.0,10.0,1中京6,3歳未勝利,14.0,11.0,2京都5,3歳未勝利,,,,nar
202650071608,2026-07-16,8,アースイオス,6,6,杉浦健太,55.0,6.0,11.0,16.0,3東京2,小金井特別(2勝クラス),11.0,14.0,2東京8,青梅特別(2勝クラス),11.0,13.0,2東京1,4歳以上2勝クラス,12.0,12.0,3中山6,印西特別(2勝クラス),14.0,11.0,3中山3,千葉日報杯(2勝クラス),4.9,2,,nar
202650071608,2026-07-16,8,アーマルコライト,3,3,山本咲希,56.0,7.0,8.0,12.0,園田,大阪発刊45周年記念(A1A2),8.0,8.0,園田,ハナショウブ賞A1A(A1A2),8.0,5.0,園田,青葉特別A1,4.0,4.0,園田,穀雨特別A1A2,16.0,15.0,1東京7,金蹄S(3勝クラス),45.0,6,,nar
202630071608,2026-07-16,8,ウフフトルンナ,4,4,小野楓馬,55.0,3.0,7.0,1.0,門別,3歳以上C3ー2C4,1.0,1.0,佐賀,KYUSHUDREA(C1),1.0,1.0,佐賀,C2ー4組,1.0,1.0,佐賀,UMATENA賞(C2),1.0,1.0,佐賀,C2ー17組,2.8,2,,nar
202650071608,2026-07-16,8,オズモポリタン,4,4,塩津璃菜,49.0,2.0,8.0,8.0,園田,夏至特別A2B1,5.0,6.0,園田,新茶特別A2,1.0,5.0,園田,食べようひょうごの畜(B1),3.0,7.0,園田,B1,4.0,3.0,園田,B1,12.7,4,,nar
202630071608,2026-07-16,8,オールスパイス,7,7,黒澤愛斗,55.0,6.0,7.0,6.0,門別,グランシャリオドリー(C3),6.0,8.0,門別,ヤマボウシ特別(C3),9.0,9.0,門別,3歳以上C3ー2C4,7.0,8.0,門別,ビアパーティーAib(C3),,,門別,グランシャリオドリー(C3),93.6,7,,nar
202655071608,2026-07-16,8,カズヴィトシャ,3,3,山田義貴,56.0,2.0,,,佐賀,マラカイト賞(C1),5.0,4.0,佐賀,C1ー10組,2.0,2.0,佐賀,KYUSHUDREA(C1),2.0,7.0,佐賀,KYUSHUDREA(C1),6.0,7.0,佐賀,C1ー13組,35.7,5,,nar
202655071608,2026-07-16,8,カンカール,7,6,飛田愛斗,54.0,1.0,1.0,1.0,佐賀,しし座特選(C2),1.0,1.0,佐賀,こぐま座特選(C2),1.0,1.0,佐賀,ケンタウルス座特選(C2),1.0,1.0,佐賀,SAGAリベンジャー(C2),15.0,14.0,1中京6,4歳以上1勝クラス,1.1,1,,nar
202630071608,2026-07-16,8,ガイストゼーゲン,2,2,落合玄太,57.0,2.0,2.0,1.0,門別,グランシャリオドリー(C3),2.0,2.0,門別,グランシャリオドリー(C3),1.0,2.0,門別,グランシャリオドリー(C4),3.0,2.0,門別,たきかわ菜の花まつり(C4),8.0,1.0,門別,3歳以上C4ー2,1.8,1,,nar
202655071608,2026-07-16,8,キタカラキタテンシ,12,8,川島拓,54.0,8.0,,,佐賀,マラカイト賞(C1),8.0,7.0,佐賀,C1ー10組,6.0,6.0,佐賀,C1ー9組,8.0,3.0,佐賀,C1ー9組,11.0,8.0,佐賀,C1ー9組,120.6,9,,nar
202630071608,2026-07-16,8,キタサンモンドー,5,5,石川倭,57.0,4.0,1.0,1.0,門別,ライラック特別(C4),3.0,2.0,門別,3歳以上C4ー2,1.0,3.0,門別,グランシャリオドリー(C4),6.0,1.0,門別,3歳以上C4ー3,3.0,3.0,門別,グランシャリオドリー(C4),4.1,3,,nar
202642071608,2026-07-16,8,クラパッション,8,8,中山遥人,52.0,8.0,11.0,8.0,浦和,蕨宿特別(C1),7.0,8.0,浦和,疾駆特別(C1),4.0,10.0,船橋,琥珀ダッシュ(C1),5.0,6.0,浦和,特選(C1C2),6.0,11.0,川崎,神速賞(C1),64.3,8,,nar
202655071608,2026-07-16,8,クリノマイスター,,1,,,6.0,,,佐賀,マラカイト賞(C1),5.0,4.0,佐賀,C1ー11組,4.0,3.0,佐賀,C1ー11組,6.0,4.0,佐賀,C1ー10組,10.0,6.0,佐賀,C1ー10組,,,,nar
202642071608,2026-07-16,8,コウユーミューミュ,2,2,町田直希,53.0,4.0,3.0,5.0,川崎,稲光賞(C2),6.0,8.0,浦和,C1四,11.0,10.0,浦和,双子座特別(C1),1.0,11.0,船橋,五月雨ダッシュ(C2),7.0,9.0,浦和,さいたまオーガニック(C2),18.0,6,,nar
202655071608,2026-07-16,8,サヨノフジ,6,5,出水拓人,56.0,12.0,,,佐賀,マラカイト賞(C1),6.0,6.0,佐賀,C1ー10組,2.0,2.0,佐賀,C1ー11組,1.0,1.0,佐賀,C2ー3組,3.0,2.0,佐賀,C2ー4組,36.8,6,,nar
202630071608,2026-07-16,8,サンゼントカガヤク,,1,,,1.0,1.0,5.0,門別,とみくるマルシェ賞(C4),6.0,6.0,門別,3歳以上C4ー2,5.0,3.0,門別,3歳以上C4ー2,2.0,4.0,門別,3歳以上C4ー2,7.0,3.0,門別,3歳以上C3ー2C4,,,,nar
202650071608,2026-07-16,8,シンリミテス,,1,,,1.0,1.0,1.0,金沢,金沢サマーC(重賞),4.0,3.0,金沢,百万石賞(重賞),1.0,3.0,金沢,利家盃【百万石賞トラ(重賞),1.0,1.0,金沢,スマホで投票!楽天競(B2),1.0,1.0,金沢,地方競馬の馬券はSP(B2),,,,nar
202655071608,2026-07-16,8,スパーキングブルー,5,5,石川慎将,56.0,11.0,,,佐賀,マラカイト賞(C1),10.0,9.0,佐賀,C1ー10組,7.0,5.0,佐賀,C1ー9組,7.0,7.0,佐賀,C1ー8組,8.0,8.0,佐賀,AIパッカル賞(C1),114.5,8,,nar
202650071608,2026-07-16,8,スマラグドス,2,2,松木大地,57.0,3.0,11.0,8.0,園田,大阪発刊45周年記念(A1A2),7.0,6.0,園田,六甲盃(重賞),7.0,6.0,1小倉12,障害4歳以上未勝利,,8.0,1小倉1,障害4歳以上未勝利,8.0,9.0,1京都4,障害4歳以上未勝利,40.9,5,,nar
202642071608,2026-07-16,8,セファイドループ,9,8,本田正重,55.0,2.0,4.0,1.0,浦和,蕨宿特別(C1),1.0,3.0,浦和,上尾市観光協会「あっ(C1),9.0,7.0,園田,C1二,7.0,11.0,園田,C1,11.0,9.0,園田,ムスカリ賞C1,2.0,1,,nar
202642071608,2026-07-16,8,タイトルコール,7,7,野畑凌,53.0,7.0,12.0,3.0,浦和,フリージア特別(C1),4.0,3.0,川崎,光速賞(C1),9.0,3.0,浦和,春光特別(C1),3.0,3.0,浦和,特選(C1),8.0,7.0,川崎,爆速賞(C1),17.2,5,,nar
202655071608,2026-07-16,8,ナックオリオン,9,7,長田進仁,56.0,4.0,,,佐賀,マラカイト賞(C1),2.0,4.0,佐賀,C1ー12組,12.0,11.0,大井,C1九　十,12.0,11.0,大井,C1八　九,13.0,7.0,大井,C1七　八,15.4,4,,nar
202642071608,2026-07-16,8,ニシノニューリーフ,3,3,吉留孝司,55.0,9.0,7.0,11.0,浦和,蕨宿特別(C1),11.0,11.0,浦和,疾駆特別(C1),13.0,8.0,船橋,琥珀ダッシュ(C1),6.0,12.0,浦和,フリージア特別(C1),10.0,7.0,浦和,春光特別(C1),118.4,9,,nar
202650071608,2026-07-16,8,ニホンピロハーバー,5,5,田野豊三,56.0,5.0,10.0,10.0,園田,向暑特別A1,5.0,7.0,姫路,DASH福山駅前特別(A1),4.0,6.0,姫路,鳥取食パラダイス畜産(A1A2),5.0,3.0,園田,2025ファイナル競,5.0,8.0,園田,師走特別A1A2,50.7,7,,nar
202655071608,2026-07-16,8,ハネガハエテマス,4,4,田中直人,56.0,9.0,12.0,8.0,大井,ストーン・フェンス賞(C2七),12.0,6.0,大井,ポートサイド賞(C2七),10.0,5.0,大井,C2五　六,12.0,4.0,大井,イエロー・パロット賞(C2),8.0,3.0,大井,おおた池月・磨墨賞(C2),11.2,3,,nar
202642071608,2026-07-16,8,ハワイアンジュエル,4,4,木間塚龍,57.0,3.0,7.0,9.0,川崎,疾風賞(C1),5.0,9.0,浦和,蕨宿特別(C1),10.0,10.0,浦和,疾駆特別(C1),10.0,9.0,浦和,特選(C1),8.0,10.0,船橋,脱兎之勢ダッシュ(C1),36.0,7,,nar
202655071608,2026-07-16,8,ヒナノマーチス,10,7,加茂飛翔,56.0,10.0,1.0,8.0,笠松,B3組,9.0,5.0,笠松,B3組,8.0,9.0,笠松,金華山特別(B),1.0,6.0,笠松,B6組,6.0,8.0,笠松,B5組,44.4,7,,nar
202642071608,2026-07-16,8,ビナラオカイ,,1,,,1.0,1.0,2.0,,,4.0,3.0,,,1.0,4.0,,,,,,,,,,,,,,nar
202655071608,2026-07-16,8,フェルカド,11,8,椿聡太,53.0,7.0,,,佐賀,マラカイト賞(C1),7.0,10.0,佐賀,C1ー10組,9.0,8.0,佐賀,C1ー9組,7.0,7.0,佐賀,C1ー9組,5.0,5.0,佐賀,C1ー9組,269.3,12,,nar
202642071608,2026-07-16,8,ブラックエンパイア,5,5,室陽一朗,57.0,6.0,3.0,4.0,浦和,蕨宿特別(C1),1.0,1.0,浦和,上尾串ぎょうざ賞(C2),6.0,1.0,船橋,五月雨ダッシュ(C2),3.0,1.0,浦和,特選(C1C2),4.0,2.0,浦和,浦和800ラウンド(C2),4.6,3,,nar
202650071608,2026-07-16,8,マダムホーク,7,7,下原理,54.0,4.0,4.0,5.0,園田,DASH観音寺特別A(A2B1),2.0,9.0,園田,初夏特別A2B1,5.0,4.0,園田,A2B1,6.0,5.0,園田,春風駘蕩特別A2B(A2B1),2.0,8.0,園田,椿鬼奴☆来場記念A2(A2B1),8.3,3,,nar
202630071608,2026-07-16,8,マリノシュライエン,6,6,井上瑛太,55.0,5.0,11.0,11.0,門別,日高町水道協会特別(C3),10.0,9.0,門別,オオデマリ特別(C3),6.0,6.0,門別,アマリリス特別(C3),8.0,11.0,門別,ナデシコ特別(C3),12.0,15.0,門別,グランシャリオドリー(C2),70.7,5,,nar
202655071608,2026-07-16,8,マーシャン,2,2,長谷川蓮,56.0,5.0,,,佐賀,マラカイト賞(C1),4.0,6.0,佐賀,C1ー11組,6.0,6.0,佐賀,C1ー10組,4.0,9.0,佐賀,C1ー10組,12.0,9.0,高知,フルーツトマト特別(C3),191.2,11,,nar
202642071608,2026-07-16,8,ミヅルーラー,6,6,藤本現暉,53.0,5.0,5.0,3.0,浦和,大宮宿賞(C1),5.0,2.0,浦和,上尾市観光協会「あっ(C1),6.0,8.0,船橋,C1四　五,4.0,5.0,浦和,特選(C1C2),8.0,6.0,川崎,光速賞(C1),9.5,4,,nar
202630071608,2026-07-16,8,ユーライナー,3,3,井上俊彦,55.0,7.0,8.0,8.0,門別,大人になった内藤耀悠(C3),12.0,12.0,門別,日高町商工会賞(C3),9.0,10.0,門別,rapora賞(C3),12.0,14.0,門別,グランシャリオドリー(C3),11.0,12.0,門別,グランシャリオドリー(C3),89.9,6,,nar
202655071608,2026-07-16,8,ワイドレッド,8,6,林悠翔,53.0,3.0,4.0,3.0,佐賀,C1ー11組,3.0,2.0,佐賀,C1ー12組,1.0,2.0,高知,C3ー9,7.0,7.0,高知,C3ー9,5.0,5.0,高知,C3ー10,6.8,2,,nar
202630071609,2026-07-16,9,アサガオ,4,4,宮内勇樹,57.0,3.0,5.0,3.0,門別,3歳以上C3ー2C4,7.0,3.0,門別,グランシャリオドリー(C3),3.0,3.0,門別,骨密度ならMBP賞(C3),2.0,1.0,門別,ヒナゲシ特別(C3),1.0,2.0,門別,3歳以上C4ー2,5.2,2,,nar
202642071609,2026-07-16,9,アルコア,6,5,本田正重,57.0,2.0,6.0,6.0,船橋,ナイスサドル特別(3歳未格),1.0,1.0,浦和,3歳二,1.0,1.0,浦和,3歳七,12.0,5.0,5東京1,2歳未勝利,4.0,6.0,4東京4,2歳新馬,2.6,1,,nar
202630071609,2026-07-16,9,アンエクスプロード,7,7,井上俊彦,57.0,2.0,4.0,8.0,門別,グランシャリオドリー(C3),12.0,12.0,門別,グランシャリオドリー(C3),9.0,12.0,門別,骨密度ならMBP賞(C3),12.0,11.0,船橋,C1四　五,12.0,12.0,川崎,神速賞(C1),22.8,5,,nar
202650071609,2026-07-16,9,イスラアズール,4,4,大山真吾,57.0,10.0,2.0,3.0,園田,C1一,5.0,4.0,園田,アジサイ賞C1,1.0,9.0,園田,C2一,8.0,10.0,園田,C1一,12.0,12.0,園田,C1,28.9,7,,nar
202650071609,2026-07-16,9,ウルティモ,8,7,佐々木世,53.0,5.0,8.0,7.0,園田,C1,8.0,6.0,園田,C1,5.0,3.0,園田,ムーディ勝山☆来場記(C1),8.0,8.0,園田,モクレン賞C1,2.0,2.0,園田,飲んで応援!京都の酪(C2),51.9,8,,nar
202630071609,2026-07-16,9,エスカルチャ,3,3,藤田凌駕,55.0,6.0,6.0,7.0,門別,グランシャリオドリー(C3),11.0,8.0,門別,グランシャリオドリー(C3),8.0,11.0,門別,骨密度ならMBP賞(C3),6.0,7.0,門別,ヒナゲシ特別(C3),11.0,10.0,門別,3歳以上C3ー2C4,432.4,7,,nar
202630071609,2026-07-16,9,エリオットゲーム,6,6,小野楓馬,57.0,5.0,3.0,7.0,門別,3歳以上C3ー2C4,10.0,5.0,門別,グランシャリオドリー(C3),6.0,4.0,門別,骨密度ならMBP賞(C3),2.0,3.0,門別,グランシャリオドリー(C3),5.0,3.0,門別,グランシャリオドリー(C3),11.6,4,,nar
202650071609,2026-07-16,9,エルグランゴラッソ,10,8,吉村智洋,56.0,2.0,3.0,4.0,園田,JRA交流笠形山特別,4.0,3.0,園田,姫路さぎ草特別3歳A,5.0,3.0,園田,3歳A,3.0,6.0,園田,陽炎特別3歳AB,1.0,1.0,園田,3歳B,2.9,2,,nar
202642071609,2026-07-16,9,オーデンサフィー,5,5,秋元耕成,54.0,10.0,7.0,7.0,浦和,杉戸宿特別(3歳),2.0,7.0,船橋,3歳　214P,2.0,10.0,浦和,3歳七,8.0,10.0,浦和,3歳四,5.0,11.0,浦和,3歳六,130.6,10,,nar
202655071609,2026-07-16,9,カシノエイサップ,8,8,椿聡太,53.0,7.0,5.0,9.0,佐賀,Bー5組,5.0,3.0,佐賀,サガデーナイト競馬賞(B),5.0,7.0,佐賀,AIパッカル賞(B),4.0,5.0,佐賀,母の日賞(B),6.0,2.0,佐賀,第13回エーエスピー(B),26.6,6,,nar
202650071609,2026-07-16,9,カネミツエース,7,7,川原正一,57.0,7.0,1.0,5.0,園田,大沢7ハロンC2一,4.0,4.0,姫路,C1一,5.0,4.0,姫路,ひめじ広峰特別C1一,6.0,4.0,園田,C1,6.0,3.0,園田,ニコ生放送フィナーレ(C1),8.0,3,,nar
202650071609,2026-07-16,9,グラスフラッグ,6,6,新庄海誠,57.0,8.0,7.0,6.0,園田,C1一,7.0,9.0,園田,C1一,6.0,8.0,園田,アジサイ賞C1,6.0,5.0,園田,いちか馬ちかオッズパ(C1),5.0,9.0,園田,マリーゴールド賞C1,131.4,9,,nar
202655071609,2026-07-16,9,グレイストーム,9,8,飛田愛斗,56.0,9.0,9.0,6.0,高知,Bー3,3.0,4.0,高知,Bー4,2.0,3.0,高知,C1ー2,5.0,10.0,高知,C1ー2,5.0,7.0,高知,葉にんにく特別(C1),1.9,1,,nar
202630071609,2026-07-16,9,コウユーダイダイ,,1,,,4.0,1.0,3.0,門別,ゴールデンルーキー市(C4),4.0,1.0,門別,3歳以上C4ー2,4.0,3.0,門別,3歳以上C4ー2,13.0,11.0,3中山5,3歳未勝利,9.0,13.0,1東京6,3歳新馬,,,,nar
202642071609,2026-07-16,9,コスモゼーリエ,,1,,,11.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,nar
202655071609,2026-07-16,9,サザンフィールド,4,4,石川慎将,56.0,5.0,1.0,4.0,佐賀,サガデーナイトフィー(C1),6.0,8.0,佐賀,ジューン特選(C1),8.0,8.0,佐賀,エメラルド特選(C1),7.0,8.0,佐賀,メイ特選(C1),1.0,8.0,佐賀,地図の日賞(C1),23.2,5,,nar
202650071609,2026-07-16,9,スターアイセーラ,5,5,土方颯太,56.0,4.0,5.0,7.0,園田,JRA交流笠形山特別,5.0,7.0,園田,JRA交流氷ノ山特別,7.0,9.0,園田,兵庫チャンピオンシッ(JpnII),5.0,6.0,園田,3歳A,7.0,7.0,園田,菊水賞(重賞),26.4,6,,nar
202655071609,2026-07-16,9,セクシーコマンドー,6,6,金山昇馬,56.0,8.0,9.0,6.0,佐賀,Bー5組,2.0,6.0,佐賀,サガデーナイト競馬賞(B),3.0,5.0,佐賀,ヘリオトロープ賞(B),8.0,6.0,佐賀,母の日賞(B),7.0,7.0,佐賀,ネメシア賞(B),27.7,7,,nar
202630071609,2026-07-16,9,ゼファーバローズ,2,2,桑村真明,57.0,7.0,8.0,5.0,門別,グランシャリオドリー(C3),10.0,12.0,門別,日高町水道協会特別(C3),7.0,8.0,門別,バターが切れTENズ(C3),,,門別,グランシャリオドリー(C3),6.0,12.0,門別,グランシャリオドリー(C3),159.0,6,,nar
202642071609,2026-07-16,9,ダイユウサルターレ,3,3,篠谷葵,56.0,7.0,14.0,12.0,,,15.0,4.0,,,3.0,6.0,,,10.0,9.0,,,,,,,10.0,6,,nar
202642071609,2026-07-16,9,チェストー,9,7,,,,7.0,5.0,3東京2,3歳未勝利,5.0,8.0,2東京6,3歳未勝利,12.0,8.0,3中山8,3歳未勝利,7.0,7.0,1中京6,3歳未勝利,6.0,14.0,2中山2,3歳未勝利,,,,nar
202642071609,2026-07-16,9,トゥモローズウェイ,10,7,中山遥人,53.0,4.0,12.0,9.0,2東京11,3歳未勝利,4.0,5.0,川崎,メイフラワー賞(3歳),7.0,8.0,3中山4,3歳未勝利,10.0,11.0,1小倉8,3歳未勝利,6.0,17.0,1小倉2,3歳未勝利,9.8,5,,nar
202642071609,2026-07-16,9,ドリームファイター,7,6,佐野遥久,57.0,1.0,6.0,2.0,浦和,ポピー特別(3歳),3.0,2.0,川崎,鶯特別(3歳),2.0,1.0,浦和,若草特別(3歳),3.0,2.0,川崎,シャイニングスター賞(2歳),1.0,1.0,浦和,特選(2歳),4.4,3,,nar
202650071609,2026-07-16,9,ニシノベニトアイト,9,8,下原理,57.0,6.0,2.0,4.0,園田,C1,10.0,3.0,園田,C1,1.0,1.0,園田,スミレ賞C2一,4.0,4.0,姫路,C1,5.0,1.0,園田,ヒナギク賞C1,16.6,5,,nar
202650071609,2026-07-16,9,ハングタイム,3,3,竹村達也,57.0,9.0,7.0,3.0,園田,C1,4.0,5.0,園田,大垣内7ハロンC1二,5.0,8.0,園田,C1,3.0,6.0,園田,C1二,3.0,8.0,園田,チューリップ賞C1,147.3,10,,nar
202655071609,2026-07-16,9,パワポケチャンプ,7,7,加茂飛翔,56.0,4.0,4.0,10.0,佐賀,Bー5組,8.0,9.0,佐賀,サガデーナイト競馬賞(B),8.0,9.0,佐賀,AIパッカル賞(B),8.0,10.0,佐賀,AIパッカル賞(B),7.0,5.0,佐賀,サガデーナイト競馬賞(B),54.8,8,,nar
202642071609,2026-07-16,9,ビップルーク,11,8,七夕裕次,56.0,9.0,1.0,6.0,浦和,熊谷宿賞(3歳),4.0,6.0,園田,3歳C1一,5.0,9.0,園田,スマイル☆来場記念3(C1),6.0,4.0,園田,社町スプリント3歳C(C1),4.0,7.0,園田,SKNフラッシュ8メ(C1),33.3,7,,nar
202655071609,2026-07-16,9,ビーチボーイ,5,5,長谷川蓮,56.0,6.0,8.0,8.0,佐賀,Bー5組,7.0,5.0,佐賀,サガデーナイト競馬賞(B),5.0,4.0,佐賀,ヘリオトロープ賞(B),11.0,6.0,佐賀,AIパッカル賞(B),4.0,3.0,佐賀,第13回エーエスピー(B),80.4,9,,nar
202630071609,2026-07-16,9,ピエールテネシー,5,5,服部茂史,55.0,1.0,3.0,3.0,門別,グランシャリオドリー(C3),2.0,5.0,門別,3歳以上C3ー2C4,2.0,6.0,門別,rapora賞(C3),4.0,7.0,門別,グランシャリオドリー(C3),8.0,5.0,門別,グランシャリオドリー(C3),5.3,3,,nar
202655071609,2026-07-16,9,フェルサイト,2,2,山田義貴,56.0,1.0,2.0,1.0,佐賀,Bー5組,1.0,2.0,佐賀,長崎街道内野宿特選(C1),6.0,1.0,佐賀,長崎街道飯塚宿特選(C1),2.0,2.0,佐賀,AIパッカル賞(C1),2.0,1.0,佐賀,地図の日賞(C1),3.1,2,,nar
202650071609,2026-07-16,9,ヘルツアス,,1,,,1.0,1.0,4.0,園田,C2一,16.0,17.0,2東京10,4歳以上1勝クラス,11.0,9.0,1福島2,燧ヶ岳特別(1勝クラス),15.0,12.0,1小倉1,4歳以上1勝クラス,12.0,12.0,4京都6,3歳以上1勝クラス,,,,nar
202642071609,2026-07-16,9,マッドスピード,8,6,笠野雄大,56.0,3.0,7.0,6.0,船橋,3歳　418〜,7.0,10.0,船橋,3歳二,3.0,7.0,浦和,ランチタイム(3歳),6.0,10.0,船橋,3歳二,11.0,11.0,船橋,寒椿スプリント(3歳),116.5,9,,nar
202650071609,2026-07-16,9,ミキヨウッドテール,2,2,塩津璃菜,51.0,3.0,4.0,4.0,園田,C1二,7.0,2.0,園田,C1二,1.0,5.0,園田,C2一,1.0,3.0,園田,C2二,1.0,2.0,園田,芦毛集結!enjoy(C2C3),13.7,4,,nar
