今回レース,馬名,年月日,場,レース名,距離,馬場,頭数,人気,着順,騎手,斤量,馬体重,タイム,着差,horse_id,日付,race_id
6,キープシャイニング,2025年10月13日,京都,2歳未勝利,ダ1400,良,8.0,2.0,6,田口貫太,56.0,494(+2),1:27.2,1.8,2023103163.0,2025-10-13,202610020706.0
6,キープシャイニング,2025年9月27日,阪神,2歳未勝利,ダ1400,良,15.0,4.0,3,田口貫太,55.0,492(+4),1:26.3,0.8,2023103163.0,2025-09-27,202610020706.0
6,キープシャイニング,2025年9月6日,阪神,2歳新馬,ダ1400,稍,13.0,4.0,4,田口貫太,55.0,488(0),1:27.1,2.5,2023103163.0,2025-09-06,202610020706.0
6,コカボムショット,2026年4月4日,阪神,3歳未勝利,ダ1800,稍,14.0,14.0,8,加藤祥太,57.0,424(-4),1:56.3,1.9,2023100984.0,2026-04-04,202610020706.0
6,コカボムショット,2026年3月21日,阪神,3歳未勝利,ダ1400,稍,15.0,15.0,9,加藤祥太,57.0,428(0),1:27.2,2.4,2023100984.0,2026-03-21,202610020706.0
6,コパノルーカス,2026年6月27日,小倉,3歳未勝利,ダ1000,不,14.0,11.0,8,Ｍ．デム,57.0,480(-16),0:59.0,1.1,2023104972.0,2026-06-27,202610020706.0
6,コパノルーカス,2026年3月8日,阪神,3歳未勝利,ダ1400,良,16.0,13.0,9,和田陽希,54.0,496(+2),1:27.8,2.0,2023104972.0,2026-03-08,202610020706.0
6,コパノルーカス,2026年2月22日,阪神,3歳未勝利,ダ1200,良,16.0,9.0,10,田口貫太,57.0,494(0),1:14.5,2.0,2023104972.0,2026-02-22,202610020706.0
6,コパノルーカス,2026年2月8日,小倉,3歳未勝利,ダ1700,良,16.0,14.0,12,加藤祥太,57.0,494(+10),1:50.4,2.9,2023104972.0,2026-02-08,202610020706.0
6,コパノルーカス,2025年10月25日,京都,2歳未勝利,ダ1800,良,11.0,9.0,8,岩田康誠,56.0,484(+4),1:57.6,2.0,2023104972.0,2025-10-25,202610020706.0
6,コパノルーカス,2025年10月11日,京都,2歳未勝利,ダ1800,良,8.0,7.0,5,和田陽希,53.0,480(-2),1:56.2,2.7,2023104972.0,2025-10-11,202610020706.0
6,コパノルーカス,2025年9月27日,阪神,2歳未勝利,ダ1400,良,15.0,12.0,8,和田陽希,52.0,482(-2),1:28.3,2.8,2023104972.0,2025-09-27,202610020706.0
6,コパノルーカス,2025年8月23日,札幌,2歳新馬,芝1500,稍,9.0,7.0,8,和田陽希,52.0,484(0),1:37.1,6.2,2023104972.0,2025-08-23,202610020706.0
6,サンマルマニック,2026年5月2日,京都,3歳未勝利,芝1400,稍,18.0,14.0,13,藤懸貴志,55.0,392(+2),1:22.0,1.6,2023107495.0,2026-05-02,202610020706.0
6,サンマルマニック,2025年12月7日,中京,2歳新馬,芝1400,良,17.0,13.0,11,河原田菜,51.0,390(0),1:23.1,1.3,2023107495.0,2025-12-07,202610020706.0
6,ジューンマーチ,2026年6月28日,小倉,3歳未勝利,ダ1700,稍,16.0,4.0,4,永島まな,55.0,444(+4),1:47.7,0.9,2023101848.0,2026-06-28,202610020706.0
6,ジューンマーチ,2026年5月30日,京都,3歳未勝利,ダ1800,良,16.0,8.0,4,国分優作,57.0,440(-6),1:54.5,1.0,2023101848.0,2026-05-30,202610020706.0
6,ジューンマーチ,2026年3月14日,阪神,3歳未勝利,ダ1800,良,13.0,12.0,5,国分優作,57.0,446(-2),1:55.2,1.0,2023101848.0,2026-03-14,202610020706.0
6,ジューンマーチ,2026年3月1日,阪神,3歳未勝利,ダ1400,良,16.0,15.0,11,永島まな,55.0,448(-2),1:27.7,1.6,2023101848.0,2026-03-01,202610020706.0
6,ジューンマーチ,2026年1月18日,京都,3歳未勝利,ダ1400,良,16.0,14.0,8,松若風馬,57.0,450(+4),1:28.0,1.7,2023101848.0,2026-01-18,202610020706.0
6,ジューンマーチ,2025年12月21日,阪神,2歳新馬,芝1200,重,11.0,7.0,9,松若風馬,56.0,446(0),1:13.7,3.2,2023101848.0,2025-12-21,202610020706.0
6,ゼンノゾンターク,2026年6月27日,小倉,3歳未勝利,芝2000,稍,16.0,8.0,10,国分恭介,57.0,478(-6),2:02.1,1.9,2023104605.0,2026-06-27,202610020706.0
6,ゼンノゾンターク,2026年5月30日,京都,3歳未勝利,芝2400,良,18.0,8.0,8,国分恭介,57.0,484(-2),2:26.5,1.2,2023104605.0,2026-05-30,202610020706.0
6,ゼンノゾンターク,2026年5月16日,京都,3歳未勝利,芝1800,良,14.0,9.0,6,国分恭介,57.0,486(0),1:46.2,1.0,2023104605.0,2026-05-16,202610020706.0
6,ダイメイミラクル,2026年5月2日,京都,3歳未勝利,ダ1800,重,15.0,10.0,9,太宰啓介,57.0,518(0),1:54.8,2.2,2023101605.0,2026-05-02,202610020706.0
6,ダイメイミラクル,2026年4月12日,中山,3歳未勝利,ダ1200,稍,15.0,5.0,15,酒井学,57.0,518(0),1:14.8,3.2,2023101605.0,2026-04-12,202610020706.0
6,ダイメイミラクル,2026年3月21日,中京,3歳未勝利,ダ1800,良,13.0,8.0,7,河原田菜,53.0,518(0),1:57.7,2.0,2023101605.0,2026-03-21,202610020706.0
6,ダイメイミラクル,2025年10月26日,新潟,2歳新馬,芝1600,稍,18.0,12.0,18,藤懸貴志,56.0,518(0),1:42.9,5.2,2023101605.0,2025-10-26,202610020706.0
6,ハクアイタワー,2026年5月17日,京都,3歳未勝利,ダ1400,良,16.0,6.0,9,吉村誠之,57.0,492(-6),1:26.3,1.4,2023104282.0,2026-05-17,202610020706.0
6,ハクアイタワー,2026年3月1日,小倉,3歳未勝利,ダ1700,稍,15.0,10.0,2,松若風馬,57.0,498(+2),1:46.4,0.3,2023104282.0,2026-03-01,202610020706.0
6,ハクアイタワー,2026年1月31日,京都,3歳未勝利,ダ1800,良,9.0,5.0,4,団野大成,57.0,496(+8),1:56.2,1.4,2023104282.0,2026-01-31,202610020706.0
6,ハクアイタワー,2026年1月10日,京都,3歳未勝利,ダ1900,良,14.0,8.0,7,和田竜二,57.0,488(+4),2:03.7,1.1,2023104282.0,2026-01-10,202610020706.0
6,ハクアイタワー,2025年12月21日,阪神,2歳未勝利,ダ1800,稍,12.0,11.0,5,和田竜二,56.0,484(-6),1:55.9,0.8,2023104282.0,2025-12-21,202610020706.0
6,ハクアイタワー,2025年12月7日,阪神,2歳未勝利,ダ1400,良,16.0,11.0,8,和田竜二,56.0,490(0),1:27.2,1.5,2023104282.0,2025-12-07,202610020706.0
6,ハクアイタワー,2025年8月10日,中京,2歳未勝利,芝1600,良,12.0,10.0,7,小沢大仁,55.0,490(-14),1:35.8,2.6,2023104282.0,2025-08-10,202610020706.0
6,ハクアイタワー,2025年7月20日,小倉,2歳新馬,芝1800,良,13.0,9.0,9,高杉吏麒,54.0,504(0),1:55.1,2.6,2023104282.0,2025-07-20,202610020706.0
6,ムソウテンセイ,2026年6月21日,阪神,3歳未勝利,ダ1400,不,16.0,14.0,2,藤懸貴志,57.0,454(+14),1:25.1,0.7,2023107472.0,2026-06-21,202610020706.0
6,ムソウテンセイ,2026年4月19日,阪神,3歳未勝利,ダ1400,良,16.0,14.0,9,秋山稔樹,57.0,440(+8),1:26.8,1.8,2023107472.0,2026-04-19,202610020706.0
6,ムソウテンセイ,2026年1月4日,京都,3歳未勝利,ダ1800,良,16.0,13.0,15,和田竜二,57.0,432(-2),1:59.5,6.0,2023107472.0,2026-01-04,202610020706.0
6,ムソウテンセイ,2025年12月14日,中京,2歳未勝利,ダ1400,稍,13.0,11.0,12,和田陽希,53.0,434(-2),1:28.6,2.7,2023107472.0,2025-12-14,202610020706.0
6,ムソウテンセイ,2025年11月22日,京都,2歳新馬,ダ1400,良,16.0,11.0,5,和田竜二,56.0,436(0),1:26.4,1.6,2023107472.0,2025-11-22,202610020706.0
6,リテラシー,2026年5月23日,新潟,3歳未勝利,芝1400,稍,16.0,11.0,10,松本大輝,57.0,512(0),1:24.0,0.7,2023105215.0,2026-05-23,202610020706.0
6,ルクスドリーム,2026年6月20日,阪神,3歳未勝利,ダ1200,稍,16.0,7.0,10,西村淳也,57.0,490(-4),1:14.3,1.6,2023102763.0,2026-06-20,202610020706.0
6,ルクスドリーム,2026年5月31日,京都,3歳未勝利,ダ1200,良,16.0,4.0,4,鮫島克駿,57.0,494(-4),1:13.3,1.1,2023102763.0,2026-05-31,202610020706.0
6,ルクスドリーム,2026年3月7日,阪神,3歳未勝利,ダ1400,稍,16.0,4.0,6,鮫島克駿,57.0,498(+4),1:26.0,1.2,2023102763.0,2026-03-07,202610020706.0
6,ルクスドリーム,2025年12月14日,阪神,2歳未勝利,ダ1400,稍,16.0,6.0,5,吉村誠之,55.0,494(0),1:25.6,0.9,2023102763.0,2025-12-14,202610020706.0
6,ルクスドリーム,2025年11月16日,東京,2歳新馬,ダ1600,良,16.0,2.0,5,菅原明良,56.0,494(0),1:41.2,0.7,2023102763.0,2025-11-16,202610020706.0
7,アマノガワギンガ,2026年6月6日,阪神,3歳未勝利,ダ1800,良,16.0,14.0,14,和田陽希,52.0,460(-8),1:57.9,3.3,2023105086.0,2026-06-06,202610020707.0
7,アマノガワギンガ,2026年5月3日,京都,3歳未勝利,ダ1400,稍,15.0,14.0,14,国分優作,55.0,468(0),1:26.7,2.7,2023105086.0,2026-05-03,202610020707.0
7,エイシンミスリル,2026年6月27日,小倉,3歳未勝利,芝1800,重,16.0,9.0,4,幸英明,55.0,434(+4),1:47.7,0.5,2023105494.0,2026-06-27,202610020707.0
7,エイシンミスリル,2026年4月12日,阪神,3歳未勝利,芝1600,良,18.0,14.0,10,荻野琢真,55.0,430(0),1:34.4,0.8,2023105494.0,2026-04-12,202610020707.0
7,クラリノ,2026年7月5日,小倉,3歳未勝利,芝2000,重,18.0,14.0,5,富田暁,55.0,422(0),2:02.6,0.7,2023105119.0,2026-07-05,202610020707.0
7,クラリノ,2026年5月2日,京都,3歳未勝利,芝1600,稍,18.0,9.0,14,松山弘平,55.0,422(-4),1:35.4,1.4,2023105119.0,2026-05-02,202610020707.0
7,クラリノ,2026年4月19日,福島,3歳未勝利,芝2000,良,16.0,9.0,7,富田暁,55.0,426(0),2:00.9,0.7,2023105119.0,2026-04-19,202610020707.0
7,ゴールデンテティス,2026年6月27日,小倉,3歳未勝利,芝1800,重,16.0,7.0,2,加藤祥太,55.0,452(-6),1:47.4,0.2,2023101097.0,2026-06-27,202610020707.0
7,ゴールデンテティス,2026年5月30日,京都,3歳未勝利,芝1800,良,18.0,13.0,7,加藤祥太,55.0,458(+4),1:47.1,1.4,2023101097.0,2026-05-30,202610020707.0
7,ゴールデンテティス,2026年2月22日,小倉,3歳未勝利,芝1800,良,16.0,13.0,6,加藤祥太,55.0,454(-18),1:49.4,1.0,2023101097.0,2026-02-22,202610020707.0
7,ゴールデンテティス,2025年12月6日,阪神,2歳未勝利,芝1600,良,17.0,16.0,12,加藤祥太,55.0,472(-2),1:35.2,1.6,2023101097.0,2025-12-06,202610020707.0
7,ゴールデンテティス,2025年11月22日,京都,2歳未勝利,ダ1800,良,15.0,11.0,14,加藤祥太,55.0,474(+4),1:56.7,4.0,2023101097.0,2025-11-22,202610020707.0
7,ゴールデンテティス,2025年11月9日,京都,2歳新馬,ダ1400,稍,16.0,13.0,10,加藤祥太,55.0,470(0),1:26.6,1.7,2023101097.0,2025-11-09,202610020707.0
7,サンライズマシュー,2026年5月23日,新潟,3歳未勝利,芝1400,稍,16.0,16.0,15,西塚洸二,57.0,474(+12),1:24.8,1.5,2023100931.0,2026-05-23,202610020707.0
7,サンライズマシュー,2026年1月12日,京都,3歳未勝利,ダ1800,良,16.0,9.0,16,西村淳也,57.0,462(0),2:03.5,9.2,2023100931.0,2026-01-12,202610020707.0
7,サンライズマシュー,2025年12月20日,中山,2歳新馬,芝2000,良,17.0,10.0,9,西村淳也,56.0,462(0),2:03.9,2.1,2023100931.0,2025-12-20,202610020707.0
7,シュプリームレルム,2026年7月4日,小倉,3歳未勝利,芝1800,重,16.0,4.0,2,西村淳也,57.0,510(-4),1:48.1,0.1,2023103488.0,2026-07-04,202610020707.0
7,シュプリームレルム,2026年3月14日,中京,3歳未勝利,芝2000,良,18.0,2.0,7,松本大輝,57.0,514(+2),2:01.4,1.0,2023103488.0,2026-03-14,202610020707.0
7,シュプリームレルム,2026年2月14日,小倉,3歳未勝利,芝2000,良,18.0,4.0,5,松本大輝,57.0,512(-6),2:01.5,0.8,2023103488.0,2026-02-14,202610020707.0
7,シュプリームレルム,2026年1月25日,小倉,3歳未勝利,芝2000,良,18.0,6.0,5,松本大輝,56.0,518(-2),1:59.9,0.4,2023103488.0,2026-01-25,202610020707.0
7,シュプリームレルム,2025年11月29日,京都,2歳未勝利,ダ1800,良,11.0,5.0,6,西村淳也,56.0,520(+10),1:56.6,3.0,2023103488.0,2025-11-29,202610020707.0
7,シュプリームレルム,2025年10月12日,京都,2歳新馬,芝2000,良,13.0,4.0,6,西村淳也,56.0,510(0),2:01.2,0.7,2023103488.0,2025-10-12,202610020707.0
7,ジリアート,2026年6月27日,小倉,3歳未勝利,芝1800,重,16.0,8.0,3,今村聖奈,53.0,426(+4),1:47.6,0.4,2023107309.0,2026-06-27,202610020707.0
7,ジリアート,2026年5月30日,京都,3歳未勝利,芝1800,良,18.0,10.0,5,北村友一,55.0,422(-4),1:46.9,1.2,2023107309.0,2026-05-30,202610020707.0
7,ジリアート,2026年5月17日,京都,3歳未勝利,芝1600,良,17.0,14.0,14,菱田裕二,55.0,426(+8),1:34.8,1.4,2023107309.0,2026-05-17,202610020707.0
7,ジリアート,2026年3月7日,阪神,3歳未勝利,芝1600,良,18.0,7.0,12,坂井瑠星,55.0,418(0),1:36.4,2.1,2023107309.0,2026-03-07,202610020707.0
7,ジージージェット,2026年7月4日,小倉,3歳未勝利,芝1800,重,16.0,6.0,10,高杉吏麒,57.0,556(+6),1:49.6,1.6,2023105979.0,2026-07-04,202610020707.0
7,ジージージェット,2026年5月24日,新潟,3歳未勝利,芝2000,稍,16.0,9.0,7,柴田裕一,55.0,550(-14),2:04.4,0.6,2023105979.0,2026-05-24,202610020707.0
7,ジージージェット,2026年5月10日,京都,3歳未勝利,芝2000,良,13.0,5.0,4,太宰啓介,57.0,564(-2),2:00.1,0.9,2023105979.0,2026-05-10,202610020707.0
7,ジージージェット,2026年2月1日,小倉,3歳未勝利,芝2000,良,18.0,13.0,6,柴田裕一,55.0,566(-8),2:00.8,0.7,2023105979.0,2026-02-01,202610020707.0
7,ジージージェット,2026年1月18日,京都,3歳未勝利,ダ1800,良,12.0,9.0,11,小沢大仁,57.0,574(+2),1:58.0,2.2,2023105979.0,2026-01-18,202610020707.0
7,ジージージェット,2025年12月28日,中山,2歳新馬,ダ1800,良,16.0,3.0,8,松山弘平,56.0,572(0),2:00.7,5.0,2023105979.0,2025-12-28,202610020707.0
7,チヨ,2026年6月28日,小倉,3歳未勝利,芝1800,良,16.0,5.0,6,田山旺佑,51.0,470(+14),1:48.3,1.1,2023107543.0,2026-06-28,202610020707.0
7,チヨ,2026年4月26日,京都,3歳未勝利,芝2000,良,12.0,11.0,8,田山旺佑,51.0,456(-4),2:01.3,0.9,2023107543.0,2026-04-26,202610020707.0
7,チヨ,2026年4月4日,阪神,3歳未勝利,芝1400,良,18.0,10.0,16,田山旺佑,50.0,460(0),1:23.1,1.5,2023107543.0,2026-04-04,202610020707.0
7,ネッカーズルム,2026年6月21日,阪神,3歳未勝利,芝1400,稍,18.0,4.0,4,高杉吏麒,57.0,456(-4),1:21.3,0.5,2023103639.0,2026-06-21,202610020707.0
7,ネッカーズルム,2026年6月6日,阪神,3歳未勝利,芝1600,良,18.0,5.0,5,高杉吏麒,57.0,460(-6),1:33.1,0.3,2023103639.0,2026-06-06,202610020707.0
7,ネッカーズルム,2026年5月16日,新潟,3歳未勝利,芝1600,良,16.0,10.0,6,丹内祐次,57.0,466(-6),1:35.1,0.3,2023103639.0,2026-05-16,202610020707.0
7,ネッカーズルム,2026年2月21日,東京,3歳未勝利,ダ1600,良,16.0,6.0,13,菅原明良,57.0,472(+6),1:42.0,3.2,2023103639.0,2026-02-21,202610020707.0
7,ネッカーズルム,2025年11月29日,東京,2歳未勝利,芝1800,良,12.0,1.0,8,吉田豊,56.0,466(0),1:48.8,0.9,2023103639.0,2025-11-29,202610020707.0
7,ネッカーズルム,2025年11月9日,東京,2歳未勝利,芝1800,良,14.0,6.0,4,吉田豊,56.0,466(+2),1:47.6,0.5,2023103639.0,2025-11-09,202610020707.0
7,ネッカーズルム,2025年10月13日,東京,2歳新馬,芝1800,良,13.0,10.0,7,吉田豊,56.0,464(0),1:48.0,0.6,2023103639.0,2025-10-13,202610020707.0
7,ヒロウッドテール,2026年6月13日,阪神,3歳未勝利,芝1800,良,16.0,14.0,8,鮫島良太,57.0,456(-2),1:47.0,1.1,2023100339.0,2026-06-13,202610020707.0
7,ヒロウッドテール,2026年5月31日,京都,3歳未勝利,芝1600,良,18.0,14.0,11,鮫島良太,57.0,458(0),1:34.5,1.0,2023100339.0,2026-05-31,202610020707.0
7,ヒロウッドテール,2026年3月28日,阪神,3歳未勝利,ダ1800,稍,13.0,9.0,12,鮫島良太,57.0,458(+4),1:58.9,6.1,2023100339.0,2026-03-28,202610020707.0
7,ヒロウッドテール,2026年3月14日,阪神,3歳未勝利,芝1800,良,17.0,11.0,8,鮫島良太,57.0,454(0),1:46.6,0.8,2023100339.0,2026-03-14,202610020707.0
7,ヒロウッドテール,2026年2月22日,阪神,3歳未勝利,芝2000,良,13.0,10.0,7,鮫島良太,57.0,454(-4),2:01.7,1.6,2023100339.0,2026-02-22,202610020707.0
7,ヒロウッドテール,2025年11月30日,京都,2歳未勝利,芝1800,良,13.0,12.0,8,鮫島良太,56.0,458(0),1:47.8,1.4,2023100339.0,2025-11-30,202610020707.0
7,ヒロウッドテール,2025年11月23日,京都,2歳未勝利,ダ1800,良,13.0,13.0,11,鮫島良太,56.0,458(+2),1:57.4,3.4,2023100339.0,2025-11-23,202610020707.0
7,ヒロウッドテール,2025年11月8日,福島,2歳未勝利,ダ1700,良,15.0,11.0,12,小崎綾也,56.0,456(+6),1:50.1,3.6,2023100339.0,2025-11-08,202610020707.0
7,ヒロウッドテール,2025年8月31日,中京,2歳新馬,芝1600,良,14.0,11.0,11,菱田裕二,55.0,450(0),1:36.9,2.7,2023100339.0,2025-08-31,202610020707.0
7,ムーヴザニードル,2026年4月12日,福島,3歳未勝利,ダ1700,良,15.0,9.0,14,小沢大仁,55.0,484(0),1:53.7,6.0,2023101152.0,2026-04-12,202610020707.0
7,メイショウツキヨ,2026年6月27日,小倉,3歳未勝利,芝1800,重,16.0,15.0,10,柴田裕一,53.0,410(0),1:48.6,1.4,2023102067.0,2026-06-27,202610020707.0
7,ワンダーリュクス,2026年7月4日,小倉,3歳未勝利,芝1800,重,16.0,14.0,5,森田誠也,54.0,472(-18),1:48.8,0.8,2023105075.0,2026-07-04,202610020707.0
7,ワンダーリュクス,2026年6月7日,阪神,3歳未勝利,ダ1400,良,16.0,14.0,12,和田陽希,54.0,490(0),1:27.5,2.6,2023105075.0,2026-06-07,202610020707.0
8,ゴールドアクセス,2026年6月6日,阪神,3歳以上1勝クラス,芝2200,良,9.0,6.0,8,武豊,54.0,428(-14),2:14.4,1.4,2023104506.0,2026-06-06,202610020708.0
8,ゴールドアクセス,2026年3月22日,阪神,3歳未勝利,芝2400,良,17.0,1.0,1,武豊,57.0,442(-4),2:28.1,0.0,2023104506.0,2026-03-22,202610020708.0
8,ゴールドアクセス,2026年2月1日,小倉,3歳未勝利,芝2000,良,18.0,4.0,7,今村聖奈,55.0,446(-4),2:00.8,0.7,2023104506.0,2026-02-01,202610020708.0
8,ゴールドアクセス,2026年1月10日,京都,3歳未勝利,芝2400,良,18.0,2.0,4,武豊,57.0,450(+12),2:27.6,0.4,2023104506.0,2026-01-10,202610020708.0
8,ゴールドアクセス,2025年11月9日,京都,2歳新馬,芝2000,重,8.0,3.0,3,武豊,56.0,438(0),2:05.4,0.9,2023104506.0,2025-11-09,202610020708.0
8,サイレントグルーヴ,2026年5月23日,新潟,尖閣湾特別(1勝クラス),芝2000,稍,15.0,12.0,10,松本大輝,56.0,488(-2),2:02.0,1.5,2021105274.0,2026-05-23,202610020708.0
8,サイレントグルーヴ,2026年2月7日,小倉,4歳以上1勝クラス,芝2000,稍,18.0,13.0,17,角田大和,56.0,490(-4),2:03.1,1.8,2021105274.0,2026-02-07,202610020708.0
8,サイレントグルーヴ,2025年11月22日,京都,3歳以上1勝クラス,ダ1800,良,16.0,8.0,15,武豊,56.0,494(+2),1:56.7,3.8,2021105274.0,2025-11-22,202610020708.0
8,サイレントグルーヴ,2025年11月9日,福島,3歳以上1勝クラス,芝2600,良,16.0,10.0,15,角田大和,56.0,492(-6),2:43.7,1.2,2021105274.0,2025-11-09,202610020708.0
8,サイレントグルーヴ,2025年8月2日,中京,3歳以上1勝クラス,芝2000,良,13.0,9.0,12,角田大和,56.0,498(0),2:02.7,1.6,2021105274.0,2025-08-02,202610020708.0
8,サイレントグルーヴ,2025年7月19日,小倉,3歳以上1勝クラス,芝2000,良,10.0,4.0,3,角田大和,56.0,498(+6),2:03.1,0.6,2021105274.0,2025-07-19,202610020708.0
8,サイレントグルーヴ,2025年6月22日,阪神,3歳以上1勝クラス,芝2000,良,9.0,4.0,2,角田大和,56.0,492(+2),2:01.2,0.1,2021105274.0,2025-06-22,202610020708.0
8,サイレントグルーヴ,2025年5月24日,新潟,石打特別(1勝クラス),芝2000,良,16.0,7.0,2,角田大和,56.0,490(+4),2:01.0,0.1,2021105274.0,2025-05-24,202610020708.0
8,サイレントグルーヴ,2025年4月12日,福島,4歳以上1勝クラス,芝2600,良,16.0,6.0,15,小沢大仁,56.0,486(-2),2:42.1,2.5,2021105274.0,2025-04-12,202610020708.0
8,サイレントグルーヴ,2025年2月23日,小倉,4歳以上1勝クラス,芝2000,良,12.0,5.0,6,小沢大仁,55.0,488(+4),2:01.1,1.0,2021105274.0,2025-02-23,202610020708.0
8,サイレントグルーヴ,2024年11月3日,福島,3歳以上1勝クラス,芝2600,稍,14.0,5.0,3,小沢大仁,53.0,484(-2),2:44.9,0.8,2021105274.0,2024-11-03,202610020708.0
8,サイレントグルーヴ,2024年10月6日,新潟,萬代橋特別(1勝クラス),芝2400,良,16.0,10.0,5,小沢大仁,53.0,486(+2),2:25.6,0.5,2021105274.0,2024-10-06,202610020708.0
8,サイレントグルーヴ,2024年5月11日,京都,あずさ賞(1勝クラス),芝2000,良,11.0,10.0,9,菱田裕二,55.0,484(+4),2:00.3,2.3,2021105274.0,2024-05-11,202610020708.0
8,サイレントグルーヴ,2024年4月27日,京都,矢車賞(1勝クラス),芝2200,良,12.0,9.0,8,小沢大仁,55.0,480(-4),2:13.9,1.1,2021105274.0,2024-04-27,202610020708.0
8,サイレントグルーヴ,2024年1月27日,小倉,3歳未勝利,芝2000,良,14.0,5.0,1,藤岡康太,55.0,484(+4),2:02.4,-0.3,2021105274.0,2024-01-27,202610020708.0
8,サイレントグルーヴ,2023年12月2日,阪神,2歳新馬,芝2000,良,12.0,5.0,8,藤岡康太,55.0,480(0),2:02.8,1.4,2021105274.0,2023-12-02,202610020708.0
8,スリーラーケン,2026年6月13日,阪神,3歳以上1勝クラス,ダ1800,良,16.0,16.0,13,国分恭介,58.0,506(-6),1:56.8,4.1,2022102312.0,2026-06-13,202610020708.0
8,スリーラーケン,2026年5月23日,京都,4歳以上1勝クラス,ダ1800,稍,16.0,6.0,14,国分恭介,58.0,512(+20),1:55.4,2.7,2022102312.0,2026-05-23,202610020708.0
8,スリーラーケン,2025年5月24日,京都,メルボルンT(1勝クラス),芝1600,稍,13.0,8.0,6,藤懸貴志,57.0,492(-2),1:35.7,0.8,2022102312.0,2025-05-24,202610020708.0
8,スリーラーケン,2025年3月23日,中京,3歳未勝利,芝2000,良,17.0,3.0,1,藤懸貴志,57.0,494(0),2:01.7,-0.1,2022102312.0,2025-03-23,202610020708.0
8,スリーラーケン,2025年3月8日,阪神,3歳未勝利,芝2400,良,10.0,3.0,5,藤懸貴志,57.0,494(-2),2:27.1,0.7,2022102312.0,2025-03-08,202610020708.0
8,スリーラーケン,2025年1月25日,小倉,3歳新馬,芝2000,良,18.0,6.0,5,川端海翼,54.0,496(0),2:01.5,0.6,2022102312.0,2025-01-25,202610020708.0
8,ダノンアトラス,2026年6月27日,小倉,八代特別(1勝クラス),芝2000,稍,8.0,4.0,4,Ｍ．デム,58.0,410(0),2:00.0,0.1,2021105113.0,2026-06-27,202610020708.0
8,ダノンアトラス,2026年5月17日,新潟,4歳以上1勝クラス,芝2000,良,13.0,2.0,3,舟山瑠泉,56.0,410(+8),2:01.5,0.1,2021105113.0,2026-05-17,202610020708.0
8,ダノンアトラス,2026年2月22日,小倉,4歳以上1勝クラス,芝2000,良,14.0,7.0,2,舟山瑠泉,55.0,402(-4),2:00.1,0.0,2021105113.0,2026-02-22,202610020708.0
8,ダノンアトラス,2026年1月31日,小倉,4歳以上1勝クラス,芝2000,良,16.0,10.0,3,舟山瑠泉,55.0,406(-2),1:58.4,0.2,2021105113.0,2026-01-31,202610020708.0
8,ダノンアトラス,2026年1月11日,京都,4歳以上1勝クラス,芝2000,良,14.0,10.0,10,鮫島克駿,58.0,408(+4),2:03.0,1.1,2021105113.0,2026-01-11,202610020708.0
8,ダノンアトラス,2025年11月16日,福島,3歳以上1勝クラス,芝2000,良,16.0,1.0,13,荻野極,58.0,404(0),2:02.8,1.7,2021105113.0,2025-11-16,202610020708.0
8,ダノンアトラス,2025年10月19日,新潟,松浜特別(1勝クラス),芝2000,稍,15.0,5.0,2,荻野極,58.0,404(-6),2:00.0,0.6,2021105113.0,2025-10-19,202610020708.0
8,ダノンアトラス,2025年7月20日,小倉,3歳以上1勝クラス,芝1800,良,10.0,2.0,8,坂井瑠星,58.0,410(+4),1:50.8,1.3,2021105113.0,2025-07-20,202610020708.0
8,ダノンアトラス,2025年6月28日,小倉,八代特別(1勝クラス),芝2000,良,8.0,2.0,2,坂井瑠星,58.0,406(+4),2:00.7,0.6,2021105113.0,2025-06-28,202610020708.0
8,ダノンアトラス,2025年4月12日,福島,浄土平特別(1勝クラス),芝1800,良,14.0,3.0,8,高杉吏麒,58.0,402(-10),1:48.4,1.5,2021105113.0,2025-04-12,202610020708.0
8,ダノンアトラス,2025年3月2日,小倉,4歳以上1勝クラス,芝2000,重,18.0,1.0,3,鮫島克駿,58.0,412(+2),2:05.0,0.5,2021105113.0,2025-03-02,202610020708.0
8,ダノンアトラス,2025年2月16日,小倉,4歳以上1勝クラス,芝1800,良,15.0,2.0,2,鮫島克駿,57.0,410(+6),1:48.3,0.0,2021105113.0,2025-02-16,202610020708.0
8,ダノンアトラス,2024年12月28日,京都,3歳以上1勝クラス,芝1800,良,17.0,4.0,7,鮫島克駿,57.0,404(+2),1:48.2,0.6,2021105113.0,2024-12-28,202610020708.0
8,ダノンアトラス,2024年7月7日,小倉,3歳未勝利,芝1800,良,16.0,4.0,1,Ｍ．デム,57.0,402(-2),1:47.1,-0.3,2021105113.0,2024-07-07,202610020708.0
8,ダノンアトラス,2024年6月9日,京都,3歳未勝利,芝1800,稍,18.0,3.0,3,Ｍ．デム,57.0,404(0),1:47.8,0.0,2021105113.0,2024-06-09,202610020708.0
8,ダノンアトラス,2024年5月25日,京都,3歳未勝利,芝1800,良,17.0,6.0,3,鮫島克駿,57.0,404(-2),1:46.2,0.6,2021105113.0,2024-05-25,202610020708.0
8,ダノンハドソン,2026年3月29日,中京,大寒桜賞(1勝クラス),芝2200,良,7.0,3.0,6,松山弘平,57.0,482(-2),2:16.2,2.1,2023107101.0,2026-03-29,202610020708.0
