今回レース,馬名,年月日,場,レース名,距離,馬場,頭数,人気,着順,騎手,斤量,馬体重,タイム,着差,horse_id,race_id,日付
1,クリスバーグ,2026年3月5日,姫路,C3二,ダ1400,稍,10,3,3,田野豊三,55,478(0),1:37.9,1.0,2018103937,202650071601,2026-03-05
1,クリスバーグ,2026年2月11日,姫路,C3二,ダ1400,稍,10,2,5,田野豊三,55,478(-2),1:38.4,1.0,2018103937,202650071601,2026-02-11
1,クリスバーグ,2026年1月13日,園田,おかげ踊燈籠7ハロン(C3),ダ1400,良,12,5,6,田野豊三,55,480(0),1:34.5,0.9,2018103937,202650071601,2026-01-13
1,クリスバーグ,2025年12月31日,園田,C3一,ダ1400,良,10,5,3,田野豊三,55,480(+2),1:34.8,0.2,2018103937,202650071601,2025-12-31
1,クリスバーグ,2025年12月11日,園田,C3二,ダ1400,良,9,4,8,田野豊三,55,478(+1),1:34.3,1.5,2018103937,202650071601,2025-12-11
1,クリスバーグ,2025年11月25日,園田,C3二,ダ1400,稍,12,5,2,田野豊三,55,477(-5),1:34.6,0.1,2018103937,202650071601,2025-11-25
1,クリスバーグ,2025年11月11日,園田,C3四,ダ1400,稍,10,1,5,田野豊三,55,482(+2),1:37.1,0.5,2018103937,202650071601,2025-11-11
1,クリスバーグ,2025年10月30日,園田,下来住町7ハロンC3,ダ1400,良,10,5,9,田野豊三,55,480(+2),1:34.5,1.2,2018103937,202650071601,2025-10-30
1,クリスバーグ,2025年10月9日,園田,C3一,ダ1400,良,10,5,6,田野豊三,55,478(+4),1:35.1,1.5,2018103937,202650071601,2025-10-09
1,クリスバーグ,2025年9月19日,園田,C3三,ダ1400,良,10,2,2,田野豊三,55,474(+1),1:34.6,0.1,2018103937,202650071601,2025-09-19
1,クリスバーグ,2025年8月28日,園田,C3一,ダ1400,良,9,5,7,吉村智洋,55,473(+2),1:33.1,0.9,2018103937,202650071601,2025-08-28
1,クリスバーグ,2025年7月31日,園田,古森7ハロンC3一,ダ1400,良,10,4,4,田野豊三,55,471(-2),1:33.9,0.5,2018103937,202650071601,2025-07-31
2,ミストレビノ,2026年7月3日,園田,C2二,ダ1400,稍,12,11,7,高畑皓一,55,440(-5),1:34.5,1.0,2021106884,202650071602,2026-07-03
2,ミストレビノ,2026年6月26日,園田,ラベンダー賞C2二,ダ1400,不,0,,,山田雄大,55,445(0),,,2021106884,202650071602,2026-06-26
2,ミストレビノ,2026年6月5日,園田,C2二,ダ1400,稍,9,8,5,高畑皓一,55,445(-4),1:34.1,0.8,2021106884,202650071602,2026-06-05
2,ミストレビノ,2026年5月22日,園田,C2二,ダ1400,重,11,8,7,高畑皓一,55,449(+8),1:35.7,1.7,2021106884,202650071602,2026-05-22
2,ミストレビノ,2026年4月29日,園田,C2一,ダ1400,稍,8,6,4,山田雄大,55,441(-3),1:35.8,0.6,2021106884,202650071602,2026-04-29
2,ミストレビノ,2026年4月15日,園田,C2二,ダ1400,稍,10,7,5,山田雄大,55,444(+2),1:34.0,1.7,2021106884,202650071602,2026-04-15
2,ミストレビノ,2026年3月26日,園田,C2二,ダ1400,重,10,9,5,小谷哲平,54,442(+9),1:34.5,0.7,2021106884,202650071602,2026-03-26
2,ミストレビノ,2026年3月3日,姫路,C2,ダ1500,不,12,9,6,小谷哲平,54,433(-6),1:43.5,2.0,2021106884,202650071602,2026-03-03
2,ミストレビノ,2026年2月17日,姫路,アリッサム賞C2,ダ1500,良,12,12,8,小谷哲平,53,439(-4),1:42.1,0.8,2021106884,202650071602,2026-02-17
2,ミストレビノ,2026年2月4日,姫路,C2三,ダ1400,良,10,7,4,小谷哲平,53,443(-5),1:36.6,1.0,2021106884,202650071602,2026-02-04
2,ミストレビノ,2026年1月22日,姫路,駆けろ!パカっとエア(C2),ダ1400,良,10,10,6,小谷哲平,53,448(-5),1:37.4,1.0,2021106884,202650071602,2026-01-22
2,ミストレビノ,2026年1月7日,園田,C2三,ダ1400,良,10,8,7,小谷哲平,53,453(0),1:35.0,1.2,2021106884,202650071602,2026-01-07
2,ミストレビノ,2025年12月23日,園田,C2二,ダ1400,稍,10,5,6,小谷周平,55,453(-6),1:34.9,1.4,2021106884,202650071602,2025-12-23
2,ミストレビノ,2025年12月2日,園田,C2二,ダ1400,良,10,7,9,小谷哲平,53,459(+4),1:35.1,1.9,2021106884,202650071602,2025-12-02
2,ミストレビノ,2025年11月13日,園田,C3一,ダ1400,稍,10,3,1,小谷哲平,53,455(-4),1:35.0,-0.1,2021106884,202650071602,2025-11-13
2,ミストレビノ,2025年10月29日,園田,C2一,ダ1400,良,8,7,5,小谷哲平,52,459(-1),1:34.4,1.6,2021106884,202650071602,2025-10-29
2,ハイレジリエンス,2026年7月2日,園田,福甸7ハロンC2一,ダ1400,不,12,9,9,廣瀬航,57,496(+8),1:34.4,4.0,2018110103,202650071602,2026-07-02
2,ハイレジリエンス,2026年5月29日,園田,C2一,ダ1400,稍,10,8,7,廣瀬航,57,488(-3),1:32.9,1.1,2018110103,202650071602,2026-05-29
2,ハイレジリエンス,2026年5月15日,園田,C2一,ダ1400,良,10,7,6,小牧太,57,491(+2),1:33.4,1.4,2018110103,202650071602,2026-05-15
2,ハイレジリエンス,2026年4月30日,園田,C2一,ダ1400,稍,10,5,6,高畑皓一,58,489(+2),1:34.1,1.4,2018110103,202650071602,2026-04-30
2,ハイレジリエンス,2026年4月9日,園田,来住町7ハロンC2二,ダ1400,良,10,4,1,廣瀬航,57,487(-1),1:33.1,-0.4,2018110103,202650071602,2026-04-09
2,ハイレジリエンス,2026年3月25日,園田,C2一,ダ1400,稍,10,7,7,廣瀬航,57,488(+5),1:34.5,1.1,2018110103,202650071602,2026-03-25
2,ハイレジリエンス,2026年3月5日,姫路,C2一,ダ1400,稍,10,9,6,杉浦健太,57,483(-2),1:36.8,1.9,2018110103,202650071602,2026-03-05
2,ハイレジリエンス,2026年2月12日,姫路,C2二,ダ1400,稍,10,4,2,廣瀬航,57,485(+2),1:36.2,0.9,2018110103,202650071602,2026-02-12
2,ハイレジリエンス,2026年1月29日,姫路,C2二,ダ1400,良,10,8,8,廣瀬航,57,483(0),1:37.2,2.5,2018110103,202650071602,2026-01-29
2,ハイレジリエンス,2026年1月15日,園田,C2二,ダ1400,良,10,3,2,廣瀬航,57,483(-6),1:33.1,0.2,2018110103,202650071602,2026-01-15
2,ハイレジリエンス,2025年12月30日,園田,C2,ダ1870,稍,8,6,8,下原理,57,489(+12),2:12.5,4.6,2018110103,202650071602,2025-12-30
2,ハイレジリエンス,2025年12月17日,園田,C3一,ダ1400,良,10,1,5,廣瀬航,57,477(-1),1:34.4,0.5,2018110103,202650071602,2025-12-17
2,ハイレジリエンス,2025年12月4日,園田,C3一,ダ1400,良,10,2,3,廣瀬航,57,478(-5),1:34.1,1.0,2018110103,202650071602,2025-12-04
2,ハイレジリエンス,2025年11月20日,園田,春日町鹿場7ハロン(C3),ダ1400,良,9,3,2,廣瀬航,57,483(+3),1:33.4,0.2,2018110103,202650071602,2025-11-20
2,ハイレジリエンス,2025年11月4日,園田,パカやろう!霜月の蹄(C2),ダ820,稍,12,9,8,廣瀬航,57,480(+2),0:52.2,1.3,2018110103,202650071602,2025-11-04
2,ハイレジリエンス,2025年10月22日,園田,揖西町小犬丸(C2),ダ1400,稍,10,10,4,廣瀬航,57,478(-5),1:33.1,1.3,2018110103,202650071602,2025-10-22
2,サクラトップセラー,2026年6月24日,園田,小部7ハロンC2二,ダ1400,稍,12,5,6,佐々木世,55,477(+13),1:34.5,1.1,2021104120,202650071602,2026-06-24
2,サクラトップセラー,2026年6月5日,園田,C2三,ダ1400,稍,9,5,6,高橋洸佑,54,464(-3),1:34.2,1.2,2021104120,202650071602,2026-06-05
2,サクラトップセラー,2026年5月20日,園田,貸潮7ハロンC2二,ダ1400,良,12,8,7,大山真吾,57,467(-6),1:34.4,1.4,2021104120,202650071602,2026-05-20
2,サクラトップセラー,2026年4月28日,園田,榎列小榎列7ハロンC(C2),ダ1400,稍,10,5,5,大山真吾,57,473(-4),1:35.7,1.9,2021104120,202650071602,2026-04-28
2,サクラトップセラー,2026年4月9日,園田,C3三,ダ1400,良,8,2,1,吉村智洋,55,477(+7),1:34.2,-0.9,2021104120,202650071602,2026-04-09
2,サクラトップセラー,2026年3月25日,園田,C3二,ダ1400,稍,9,,除,小牧太,57,計不,,,2021104120,202650071602,2026-03-25
2,サクラトップセラー,2026年3月5日,姫路,C3一,ダ1400,稍,10,8,5,小牧太,57,470(-1),1:37.6,0.5,2021104120,202650071602,2026-03-05
2,サクラトップセラー,2026年2月11日,姫路,C3一,ダ1400,稍,10,9,5,川原正一,57,471(+2),1:37.5,0.7,2021104120,202650071602,2026-02-11
2,サクラトップセラー,2026年1月20日,姫路,乙河内7ハロンC3一,ダ1400,良,10,2,8,小牧太,58,469(-3),1:38.4,2.6,2021104120,202650071602,2026-01-20
2,サクラトップセラー,2025年10月9日,園田,C3二,ダ1400,良,10,2,1,小牧太,57,472(+1),1:34.6,-0.4,2021104120,202650071602,2025-10-09
2,サクラトップセラー,2025年9月19日,園田,C3三,ダ1400,良,10,4,3,小牧太,57,471(+1),1:35.0,0.5,2021104120,202650071602,2025-09-19
2,サクラトップセラー,2025年8月27日,園田,高砂神社秋季例大祭船(C3),ダ1400,良,9,2,2,小牧太,57,470(-8),1:35.1,0.3,2021104120,202650071602,2025-08-27
2,サクラトップセラー,2025年8月15日,園田,C3二,ダ1400,稍,8,3,6,米玉利燕,54,478(+7),1:37.1,1.6,2021104120,202650071602,2025-08-15
2,サクラトップセラー,2025年7月25日,園田,C3四,ダ1400,良,8,2,4,米玉利燕,54,471(+22),1:35.3,0.4,2021104120,202650071602,2025-07-25
2,サクラトップセラー,2025年2月24日,姫路,今成亮太☆来場記念C(C3),ダ1400,良,10,7,5,川原正一,56,449(-5),1:36.2,1.0,2021104120,202650071602,2025-02-24
2,サクラトップセラー,2025年2月6日,姫路,C3三,ダ1400,良,12,3,3,川原正一,56,454(-12),1:38.1,1.2,2021104120,202650071602,2025-02-06
2,リンガスウォリアー,2026年6月25日,園田,C2一,ダ1400,不,12,12,12,土方颯太,57,484(+1),1:34.9,5.0,2017101015,202650071602,2026-06-25
2,リンガスウォリアー,2026年6月4日,園田,C2二,ダ1400,稍,10,8,9,土方颯太,57,483(-9),1:36.6,4.2,2017101015,202650071602,2026-06-04
2,リンガスウォリアー,2026年3月19日,園田,飲んで応援!京都の酪(C2),ダ1400,重,9,9,7,新庄海誠,56,492(-2),1:35.1,2.1,2017101015,202650071602,2026-03-19
2,リンガスウォリアー,2026年2月12日,姫路,C1,ダ1400,稍,12,9,12,石堂響,57,494(0),1:37.6,3.7,2017101015,202650071602,2026-02-12
2,リンガスウォリアー,2026年1月29日,姫路,C1二,ダ1400,良,9,8,7,石堂響,57,494(+6),1:36.0,2.0,2017101015,202650071602,2026-01-29
2,リンガスウォリアー,2026年1月7日,園田,ハボタン賞C1二,ダ1400,良,10,7,8,大山龍太,57,488(-6),1:33.0,1.0,2017101015,202650071602,2026-01-07
2,リンガスウォリアー,2025年12月25日,園田,C1,ダ1400,不,12,11,12,大山龍太,57,494(+5),1:32.8,2.8,2017101015,202650071602,2025-12-25
2,リンガスウォリアー,2025年12月3日,園田,C1二,ダ1400,良,12,10,3,大山龍太,57,489(-6),1:32.8,0.3,2017101015,202650071602,2025-12-03
2,リンガスウォリアー,2025年11月13日,園田,C1,ダ1400,稍,11,10,9,大山龍太,57,495(+3),1:34.4,2.6,2017101015,202650071602,2025-11-13
2,リンガスウォリアー,2025年10月30日,園田,C1一,ダ1400,良,10,6,10,大山龍太,57,492(+1),1:34.4,2.0,2017101015,202650071602,2025-10-30
2,リンガスウォリアー,2025年10月10日,園田,尼崎そのだライオンズ(C1),ダ1400,良,9,4,7,大山龍太,57,491(+3),1:33.3,2.0,2017101015,202650071602,2025-10-10
2,リンガスウォリアー,2025年9月18日,園田,C1,ダ1400,良,12,6,6,大山龍太,57,488(0),1:32.1,0.6,2017101015,202650071602,2025-09-18
2,リンガスウォリアー,2025年8月28日,園田,C1二,ダ1400,良,11,4,2,大山龍太,57,488(-3),1:31.6,0.0,2017101015,202650071602,2025-08-28
2,リンガスウォリアー,2025年7月27日,高知,C1ー3,ダ1400,稍,11,11,7,近藤翔月,54,491(-1),1:32.3,2.4,2017101015,202650071602,2025-07-27
2,リンガスウォリアー,2025年7月13日,高知,C1ー3,ダ1400,不,12,9,10,近藤翔月,54,492(0),1:33.0,3.6,2017101015,202650071602,2025-07-13
2,リンガスウォリアー,2025年6月29日,高知,C1ー3,ダ1300,稍,12,10,10,近藤翔月,54,492(0),1:24.8,1.8,2017101015,202650071602,2025-06-29
2,ハルサメ,2026年6月24日,園田,小部7ハロンC2二,ダ1400,稍,12,6,10,杉浦健太,55,408(-11),1:35.1,1.7,2022107294,202650071602,2026-06-24
2,ハルサメ,2026年6月12日,園田,C2二,ダ1400,良,10,5,8,大山真吾,55,419(-2),1:34.5,1.9,2022107294,202650071602,2026-06-12
2,ハルサメ,2026年5月5日,園田,橋下美好☆来場記念C(C2),ダ1400,稍,10,5,3,杉浦健太,55,421(-3),1:34.6,0.5,2022107294,202650071602,2026-05-05
2,ハルサメ,2026年4月14日,園田,C2二,ダ1400,良,9,3,5,大山真吾,55,424(+2),1:35.5,2.6,2022107294,202650071602,2026-04-14
2,ハルサメ,2026年4月2日,園田,C3二,ダ1400,重,9,3,1,大山真吾,55,422(+5),1:34.2,-0.1,2022107294,202650071602,2026-04-02
2,ハルサメ,2026年3月19日,園田,C3一,ダ1400,重,10,3,5,大山真吾,55,417(-9),1:34.8,1.8,2022107294,202650071602,2026-03-19
2,ハルサメ,2026年2月3日,姫路,節分賞C3一,ダ1400,良,10,3,3,大山真吾,55,426(0),1:35.6,0.0,2022107294,202650071602,2026-02-03
2,ハルサメ,2026年1月14日,園田,C3一,ダ1400,良,12,6,5,大山真吾,55,426(+8),1:33.5,1.0,2022107294,202650071602,2026-01-14
2,ハルサメ,2025年9月12日,園田,女と男☆来場記念2n(C2),ダ1230,稍,8,4,6,鴨宮祥行,55,418(-7),1:23.0,2.1,2022107294,202650071602,2025-09-12
2,ハルサメ,2025年8月20日,園田,阿那賀スプリントC2,ダ1230,良,12,1,2,鴨宮祥行,55,425(+7),1:21.1,0.1,2022107294,202650071602,2025-08-20
2,ハルサメ,2025年6月28日,小倉,3歳未勝利,芝1800,良,16,12,15,小沢大仁,55,418(0),1:53.8,6.6,2022107294,202650071602,2025-06-28
2,ハルサメ,2025年3月15日,阪神,3歳未勝利,ダ1200,良,16,10,10,高杉吏麒,54,418(+2),1:14.8,2.6,2022107294,202650071602,2025-03-15
2,ハルサメ,2025年2月16日,小倉,3歳未勝利,ダ1700,良,16,5,10,丹内祐次,55,416(0),1:49.6,1.9,2022107294,202650071602,2025-02-16
2,ハルサメ,2024年12月8日,中京,2歳未勝利,ダ1200,良,12,3,5,高杉吏麒,53,416(-4),1:13.8,0.8,2022107294,202650071602,2024-12-08
2,ハルサメ,2024年11月17日,福島,2歳未勝利,ダ1150,良,16,7,3,高杉吏麒,53,420(-6),1:10.3,0.7,2022107294,202650071602,2024-11-17
2,ハルサメ,2024年9月7日,中山,2歳新馬,ダ1200,良,16,10,4,三浦皇成,55,426(0),1:13.6,0.3,2022107294,202650071602,2024-09-07
2,シビックシャルル,2026年3月31日,園田,C2三,ダ1400,稍,9,1,1,土方颯太,57,456(-1),1:33.7,-0.2,2021102385,202650071602,2026-03-31
2,シビックシャルル,2026年3月4日,姫路,C3一,ダ1400,重,10,2,1,土方颯太,57,457(-4),1:35.6,-0.1,2021102385,202650071602,2026-03-04
2,シビックシャルル,2026年2月4日,姫路,汐咲7.5ハロンC3,ダ1500,良,11,1,5,土方颯太,57,461(-4),1:43.1,0.5,2021102385,202650071602,2026-02-04
2,シビックシャルル,2025年10月8日,園田,C2一,ダ1400,稍,10,6,5,土方颯太,57,465(+5),1:32.7,1.7,2021102385,202650071602,2025-10-08
2,シビックシャルル,2025年9月12日,園田,C2二,ダ1400,稍,10,2,1,土方颯太,56,460(-6),1:32.9,-0.8,2021102385,202650071602,2025-09-12
2,シビックシャルル,2025年8月14日,園田,パカっと楽しむ夏の一(C2),ダ1400,良,12,1,2,土方颯太,56,466(0),1:33.3,0.8,2021102385,202650071602,2025-08-14
2,シビックシャルル,2025年7月24日,園田,C3一,ダ1400,良,10,2,1,土方颯太,57,466(+4),1:32.4,-1.0,2021102385,202650071602,2025-07-24
2,シビックシャルル,2025年4月10日,園田,陸7ハロンC2二,ダ1400,良,10,1,1,土方颯太,56,462(-5),1:31.9,-0.2,2021102385,202650071602,2025-04-10
2,シビックシャルル,2025年3月18日,園田,ぎゅーっと愛のつまっ(C3),ダ1400,重,12,1,1,土方颯太,55,467(+17),1:34.1,-0.3,2021102385,202650071602,2025-03-18
2,シビックシャルル,2024年11月26日,園田,C2二,ダ1400,良,10,5,4,大柿一真,56,450(-2),1:33.0,0.8,2021102385,202650071602,2024-11-26
2,シビックシャルル,2024年11月5日,園田,C2一,ダ1400,稍,10,4,4,大柿一真,56,452(-4),1:33.5,1.4,2021102385,202650071602,2024-11-05
2,シビックシャルル,2024年10月24日,園田,稲富菜穂☆小堺翔太来(C2),ダ1400,稍,12,8,4,大柿一真,56,456(+8),1:32.8,1.7,2021102385,202650071602,2024-10-24
2,シビックシャルル,2024年8月4日,札幌,3歳未勝利,芝2600,稍,14,12,14,菱田裕二,57,448(+4),2:52.4,8.6,2021102385,202650071602,2024-08-04
2,シビックシャルル,2024年7月6日,函館,3歳未勝利,芝2600,良,12,11,7,菱田裕二,57,444(-4),2:46.6,1.6,2021102385,202650071602,2024-07-06
2,シビックシャルル,2024年6月9日,函館,3歳未勝利,芝2000,良,14,14,12,菱田裕二,57,448(+14),2:03.5,1.6,2021102385,202650071602,2024-06-09
2,シビックシャルル,2024年3月23日,中京,3歳未勝利,芝1600,重,16,13,13,秋山稔樹,56,434(0),1:38.4,2.0,2021102385,202650071602,2024-03-23
2,ワレラホシノコ,2026年6月25日,園田,C3一,ダ1400,不,10,1,3,永井孝典,55,464(+8),1:32.2,0.6,2020100410,202650071602,2026-06-25
2,ワレラホシノコ,2026年5月29日,園田,C3一,ダ1400,稍,10,5,2,永井孝典,55,456(-7),1:33.4,0.0,2020100410,202650071602,2026-05-29
2,ワレラホシノコ,2026年2月3日,姫路,C2一,ダ1400,良,10,6,4,永井孝典,55,463(+1),1:35.7,0.9,2020100410,202650071602,2026-02-03
2,ワレラホシノコ,2026年1月14日,園田,C2一,ダ1230,良,12,8,5,永井孝典,55,462(+9),1:21.2,0.4,2020100410,202650071602,2026-01-14
2,ワレラホシノコ,2025年12月25日,園田,ニュイ・ソシエール「(C2C3),ダ1400,不,11,3,3,永井孝典,56,453(-2),1:32.2,2.5,2020100410,202650071602,2025-12-25
2,ワレラホシノコ,2025年11月26日,園田,C2一,ダ1400,稍,12,4,3,永井孝典,55,455(-2),1:34.1,0.9,2020100410,202650071602,2025-11-26
2,ワレラホシノコ,2025年11月6日,園田,C2一,ダ1400,良,10,2,2,永井孝典,55,457(+1),1:33.5,0.0,2020100410,202650071602,2025-11-06
2,ワレラホシノコ,2025年10月16日,園田,C2一,ダ1400,良,10,4,3,永井孝典,55,456(0),1:33.4,0.4,2020100410,202650071602,2025-10-16
2,ワレラホシノコ,2025年9月26日,園田,C2一,ダ1400,稍,10,6,4,永井孝典,55,456(-3),1:32.3,1.0,2020100410,202650071602,2025-09-26
2,ワレラホシノコ,2025年9月3日,園田,C2一,ダ1400,良,10,6,3,永井孝典,55,459(-1),1:33.1,0.7,2020100410,202650071602,2025-09-03
2,ワレラホシノコ,2025年8月13日,園田,C2一,ダ1400,稍,12,8,5,永井孝典,56,460(-5),1:33.1,1.8,2020100410,202650071602,2025-08-13
2,ワレラホシノコ,2025年7月17日,園田,C2二,ダ1400,不,10,2,1,永井孝典,55,465(+12),1:33.7,-0.2,2020100410,202650071602,2025-07-17
2,ワレラホシノコ,2025年6月27日,園田,C3一,ダ1400,稍,11,2,2,永井孝典,55,453(-11),1:33.5,0.1,2020100410,202650071602,2025-06-27
2,ワレラホシノコ,2025年6月4日,園田,C3一,ダ1400,重,10,4,3,永井孝典,55,464(-4),1:34.9,1.6,2020100410,202650071602,2025-06-04
2,ワレラホシノコ,2025年5月14日,園田,C3一,ダ1400,良,9,7,4,永井孝典,55,468(+10),1:34.8,0.4,2020100410,202650071602,2025-05-14
2,ワレラホシノコ,2025年1月28日,姫路,C2一,ダ1400,良,10,8,7,長谷部駿,54,458(-2),1:35.5,0.7,2020100410,202650071602,2025-01-28
2,スカイアクセル,2026年3月10日,姫路,C2二,ダ1400,良,10,3,1,松木大地,55,488(0),1:34.8,-0.4,2022110119,202650071602,2026-03-10
2,スカイアクセル,2026年2月10日,姫路,C2三,ダ1400,良,10,2,2,松木大地,55,488(-2),1:36.1,0.3,2022110119,202650071602,2026-02-10
2,スカイアクセル,2026年1月22日,姫路,C3一,ダ1400,良,10,2,1,松木大地,55,490(-4),1:36.5,-0.1,2022110119,202650071602,2026-01-22
2,スカイアクセル,2026年1月3日,園田,C3二,ダ1400,良,12,3,3,松木大地,55,494(+10),1:33.7,0.3,2022110119,202650071602,2026-01-03
2,スカイアクセル,2025年9月25日,園田,ネコニスズ☆来場記念(C2),ダ1230,良,12,8,8,松木大地,55,484(+1),1:22.3,2.0,2022110119,202650071602,2025-09-25
2,スカイアクセル,2025年9月5日,園田,コスモス賞C2,ダ1230,不,12,9,3,松木大地,55,483(-11),1:21.9,0.7,2022110119,202650071602,2025-09-05
2,スカイアクセル,2025年8月29日,園田,翔子☆来場記念C2一,ダ1230,良,12,10,10,松木大地,55,494(+2),1:22.2,1.8,2022110119,202650071602,2025-08-29
2,スカイアクセル,2025年7月5日,小倉,3歳未勝利,ダ1000,良,14,12,9,松若風馬,55,492(+10),1:00.5,1.7,2022110119,202650071602,2025-07-05
2,スカイアクセル,2025年3月30日,阪神,3歳未勝利,ダ1400,良,16,14,14,加藤祥太,55,482(-4),1:29.2,3.2,2022110119,202650071602,2025-03-30
2,スカイアクセル,2025年3月1日,阪神,3歳未勝利,ダ1800,良,16,15,14,加藤祥太,55,486(0),1:59.0,4.0,2022110119,202650071602,2025-03-01
2,スカイアクセル,2025年1月6日,中京,3歳新馬,ダ1400,良,16,10,12,加藤祥太,55,486(0),1:29.0,2.8,2022110119,202650071602,2025-01-06
2,フェスティーヴォ,2026年7月3日,園田,C2三,ダ1400,稍,12,8,10,福原杏,57,463(-4),1:35.2,1.8,2022106506,202650071602,2026-07-03
2,フェスティーヴォ,2026年6月17日,園田,郷瀬町7ハロンC2二,ダ1400,良,12,9,9,竹村達也,57,467(+2),1:34.3,2.3,2022106506,202650071602,2026-06-17
2,フェスティーヴォ,2026年5月27日,園田,C2二,ダ1400,良,10,7,9,竹村達也,57,465(-2),1:34.6,1.5,2022106506,202650071602,2026-05-27
2,フェスティーヴォ,2026年5月6日,園田,C3二,ダ1400,稍,10,1,1,小牧太,57,467(+5),1:34.6,-0.1,2022106506,202650071602,2026-05-06
2,フェスティーヴォ,2026年4月16日,園田,C3一,ダ1400,稍,10,7,7,田野豊三,57,462(+4),1:36.1,2.6,2022106506,202650071602,2026-04-16
2,フェスティーヴォ,2026年4月2日,園田,C3二,ダ1400,重,9,5,3,廣瀬航,57,458(-8),1:34.5,0.3,2022106506,202650071602,2026-04-02
2,フェスティーヴォ,2026年3月17日,園田,C3二,ダ1400,良,10,5,7,廣瀬航,57,466(0),1:34.2,1.0,2022106506,202650071602,2026-03-17
2,フェスティーヴォ,2026年2月25日,姫路,C3二,ダ1400,不,10,2,2,廣瀬航,57,466(-2),1:36.1,1.4,2022106506,202650071602,2026-02-25
2,フェスティーヴォ,2026年2月3日,姫路,節分賞C3一,ダ1400,良,10,8,8,竹村達也,57,468(+7),1:37.1,1.5,2022106506,202650071602,2026-02-03
2,フェスティーヴォ,2026年1月13日,園田,オウバイ賞C3一,ダ1400,良,12,5,6,廣瀬航,57,461(-2),1:33.8,0.6,2022106506,202650071602,2026-01-13
2,フェスティーヴォ,2025年12月29日,園田,C3一,ダ1400,稍,10,2,4,竹村達也,57,463(+3),1:35.2,0.4,2022106506,202650071602,2025-12-29
2,フェスティーヴォ,2025年12月11日,園田,C3一,ダ1400,良,9,8,3,竹村達也,57,460(-2),1:33.3,0.5,2022106506,202650071602,2025-12-11
2,フェスティーヴォ,2025年11月20日,園田,春日町鹿場7ハロン(C3),ダ1400,良,9,7,4,大柿一真,57,462(-1),1:34.4,1.2,2022106506,202650071602,2025-11-20
2,フェスティーヴォ,2025年10月30日,園田,C2二,ダ1400,良,9,8,9,竹村達也,57,463(-9),1:36.3,4.7,2022106506,202650071602,2025-10-30
2,フェスティーヴォ,2025年10月10日,園田,C2一,ダ1400,良,8,6,7,大山龍太,57,472(-1),1:34.7,2.6,2022106506,202650071602,2025-10-10
2,フェスティーヴォ,2025年9月12日,園田,蛍原徹☆来場記念C2,ダ1400,稍,10,7,7,中田貴士,56,473(+5),1:34.3,3.1,2022106506,202650071602,2025-09-12
2,スーパークール,2026年6月25日,園田,五百蔵7ハロンC2二,ダ1400,不,12,9,8,渡瀬和幸,57,498(+4),1:33.9,2.3,2020101475,202650071602,2026-06-25
2,スーパークール,2026年6月5日,園田,C2二,ダ1400,稍,9,2,6,佐々木世,55,494(+8),1:34.1,0.8,2020101475,202650071602,2026-06-05
2,スーパークール,2026年5月14日,園田,今田町間新田(C2),ダ1400,良,10,4,9,渡瀬和幸,57,486(-6),1:34.2,2.0,2020101475,202650071602,2026-05-14
2,スーパークール,2026年4月29日,園田,C2二,ダ1400,稍,7,3,3,渡瀬和幸,57,492(+5),1:35.0,2.5,2020101475,202650071602,2026-04-29
2,スーパークール,2026年4月7日,園田,C2三,ダ1400,稍,8,1,5,渡瀬和幸,57,487(+9),1:35.9,1.4,2020101475,202650071602,2026-04-07
2,スーパークール,2026年3月18日,園田,C3一,ダ1400,良,10,7,1,渡瀬和幸,57,478(+1),1:34.2,0.0,2020101475,202650071602,2026-03-18
2,スーパークール,2026年2月11日,姫路,C2一,ダ1400,稍,10,10,10,渡瀬和幸,57,477(+5),1:36.8,2.6,2020101475,202650071602,2026-02-11
2,スーパークール,2026年1月22日,姫路,C2一,ダ1400,良,10,8,9,渡瀬和幸,57,472(+1),1:37.5,1.4,2020101475,202650071602,2026-01-22
2,スーパークール,2025年12月31日,園田,C2一,ダ1400,良,9,4,5,渡瀬和幸,57,471(-7),1:35.0,1.5,2020101475,202650071602,2025-12-31
2,スーパークール,2025年7月10日,園田,C1二,ダ1400,良,9,8,6,廣瀬航,57,478(-9),1:32.8,1.7,2020101475,202650071602,2025-07-10
2,スーパークール,2025年6月26日,園田,C1,ダ1400,重,11,9,7,廣瀬航,57,487(0),1:34.0,1.9,2020101475,202650071602,2025-06-26
2,スーパークール,2025年6月6日,園田,C1二,ダ1400,良,9,8,6,下原理,57,487(-1),1:33.6,2.3,2020101475,202650071602,2025-06-06
2,スーパークール,2025年5月16日,園田,大日本プロレス☆来場(C1),ダ1400,良,8,7,8,渡瀬和幸,57,488(0),1:34.0,3.4,2020101475,202650071602,2025-05-16
2,スーパークール,2025年5月1日,園田,C1二,ダ1400,良,7,3,2,廣瀬航,57,488(-2),1:32.6,1.2,2020101475,202650071602,2025-05-01
2,スーパークール,2025年4月15日,園田,C1二,ダ1400,稍,9,6,6,吉村智洋,57,490(-1),1:35.1,1.9,2020101475,202650071602,2025-04-15
2,スーパークール,2025年3月25日,園田,C1二,ダ1400,良,12,5,8,吉村智洋,56,491(-4),1:33.2,1.4,2020101475,202650071602,2025-03-25
