race_id,日付,レース,馬名,AREru指数,人気,実着順,3着内,AREru順位,人気補正,補正AREru指数,補正順位
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602060220260712/BE,2026-07-12,2,レヴェンドール,7.47,13.0,10.0,False,5,30.0,37.47,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602060320260712/73,2026-07-12,3,シュタットパーク,10.0,15.0,13.0,False,8,35.0,45.0,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602060420260712/28,2026-07-12,4,ウカテンセイ,0.0,10.0,10.0,False,10,22.5,22.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602060520260712/DD,2026-07-12,5,インザダーク,0.0,16.0,13.0,False,13,37.5,37.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602060620260712/92,2026-07-12,6,グラスアロー,6.36,16.0,11.0,False,10,37.5,43.86,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602060720260712/47,2026-07-12,7,モーニングダリア,9.67,15.0,13.0,False,7,35.0,44.67,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602060820260712/FC,2026-07-12,8,アイスブレイカー,7.2,12.0,11.0,False,8,27.5,34.7,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602060920260712/B1,2026-07-12,9,サフランルージュ,28.78,9.0,6.0,False,2,20.0,48.78,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602061020260712/A6,2026-07-12,10,ティンティンデオ,14.33,11.0,11.0,False,6,25.0,39.33,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602061120260712/5B,2026-07-12,11,ボーンディスウェイ,8.47,14.0,5.0,False,10,32.5,40.97,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1003202602061220260712/10,2026-07-12,12,ホーリーブライト,24.73,12.0,14.0,False,1,27.5,52.230000000000004,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602030120260704/1B,2026-07-04,1,アドアプローズ,11.33,10.0,7.0,False,2,22.5,33.83,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602030220260704/D0,2026-07-04,2,パープルウインド,7.93,17.0,8.0,False,5,40.0,47.93,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602030320260704/85,2026-07-04,3,ベルドゥニュイ,6.64,16.0,12.0,False,9,37.5,44.14,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602030420260704/3A,2026-07-04,4,ヒデガミティアラ,13.08,16.0,5.0,False,6,37.5,50.58,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602030520260704/EF,2026-07-04,5,チョウチャンピオン,0.0,13.0,12.0,False,12,30.0,30.0,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602030620260704/A4,2026-07-04,6,ハギノクリーガー,14.17,16.0,11.0,False,4,37.5,51.67,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602030720260704/59,2026-07-04,7,シンゼンイセ,13.2,16.0,8.0,False,5,37.5,50.7,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602030820260704/0E,2026-07-04,8,エルル,32.0,5.0,10.0,False,1,10.0,42.0,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602030920260704/C3,2026-07-04,9,ネフェルアスティ,22.73,12.0,12.0,False,1,27.5,50.230000000000004,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602031020260704/B8,2026-07-04,10,リクエイ,15.87,11.0,6.0,False,1,25.0,40.87,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602031120260704/6D,2026-07-04,11,モアリジット,28.07,9.0,13.0,False,1,20.0,48.07,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602031220260704/22,2026-07-04,12,コヒロ,8.4,12.0,12.0,False,8,27.5,35.9,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602040120260705/4B,2026-07-05,1,ホウオウスターツ,11.33,9.0,4.0,False,6,20.0,31.33,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602040220260705/00,2026-07-05,2,カシノヴィタ,26.0,12.0,13.0,False,4,27.5,53.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602040320260705/B5,2026-07-05,3,メイプルキュート,1.08,18.0,17.0,False,13,42.5,43.58,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602040420260705/6A,2026-07-05,4,トモジャカトゥーラ,11.67,13.0,7.0,False,6,30.0,41.67,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602040520260705/1F,2026-07-05,5,ヤマニンイハナ,0.0,12.0,4.0,False,4,27.5,27.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602040620260705/D4,2026-07-05,6,アテンド,0.0,11.0,10.0,False,10,25.0,25.0,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602040720260705/89,2026-07-05,7,ナムラオットー,12.4,12.0,15.0,False,2,27.5,39.9,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602040820260705/3E,2026-07-05,8,オモイヲノセテ,27.67,6.0,8.0,False,1,12.5,40.17,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602040920260705/F3,2026-07-05,9,ウィテカービート,19.07,7.0,5.0,False,2,15.0,34.07,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602041020260705/E8,2026-07-05,10,プウスカンドゥール,20.33,11.0,5.0,False,1,25.0,45.33,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602041120260705%2F9D,2026-07-05,11,サウンドモリアーナ,30.8,8.0,6.0,False,1,17.5,48.3,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602041120260705/9D,2026-07-05,11,サウンドモリアーナ,30.8,8.0,6.0,False,1,17.5,48.3,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602041220260705/52,2026-07-05,12,アーブルラーブル,8.93,16.0,15.0,False,12,37.5,46.43,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602050120260711/24,2026-07-11,1,マルモリマイベスト,26.0,9.0,8.0,False,2,20.0,46.0,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602050220260711/D9,2026-07-11,2,メイショウグロリア,0.0,16.0,16.0,False,15,37.5,37.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602050320260711/8E,2026-07-11,3,ワンダースアン,16.33,14.0,7.0,False,4,32.5,48.83,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602050420260711/43,2026-07-11,4,サンライズハリー,6.0,16.0,14.0,False,11,37.5,43.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602050520260711/F8,2026-07-11,5,ジーティーマローネ,0.0,12.0,6.0,False,6,27.5,27.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602050620260711/AD,2026-07-11,6,ヴェネラブル,5.79,16.0,8.0,False,8,37.5,43.29,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602050720260711/62,2026-07-11,7,トップオブザライン,17.56,10.0,12.0,False,2,22.5,40.06,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602050820260711/17,2026-07-11,8,フェミナンジェンヌ,13.36,11.0,10.0,False,4,25.0,38.36,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602050920260711/CC,2026-07-11,9,ヴェストラン,11.27,11.0,11.0,False,5,25.0,36.269999999999996,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1010202602051020260711/C1,2026-07-11,10,ハルオーブ,21.13,16.0,11.0,False,4,37.5,58.629999999999995,1.0
